"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
12,3,2,2,"true","false",256,256,2.83149084962549e-09
6,2,16,4,"true","false",512,32,9.17698128623221e-10
15,5,2,4,"true","false",512,128,9.53723460331635e-10
1,1,1,2,"true","true",64,64,5.37190046505363e-09
6,3,16,2,"true","true",32,1,8.86667440343507e-10
8,2,8,4,"true","true",512,8,3.17766059154891e-10
8,4,2,2,"true","false",1024,32,1.53884395416122e-10
12,4,16,2,"true","true",512,1,7.36336217983652e-10
3,1,16,4,"true","true",32,32,1.39990744723615e-08
20,5,4,4,"true","true",64,1,1.52352678956966e-10
10,5,1,4,"true","false",256,16,2.22787672484101e-10
20,5,16,4,"true","false",32,1,4.43385275604796e-10
4,4,1,2,"true","false",512,1,1.30767911062145e-10
2,2,1,2,"true","false",1024,128,5.11878881160212e-10
16,4,4,2,"true","true",256,8,1.6040413531583e-10
2,2,1,4,"true","true",512,512,3.85509321717958e-09
3,3,2,4,"true","false",512,8,2.88566489478786e-10
24,6,2,4,"true","false",1024,32,1.96491400185789e-10
2,1,4,2,"true","false",512,8,4.59320507721011e-10
3,3,1,2,"true","false",1024,4,1.36603833125993e-10
10,5,2,2,"true","true",128,4,1.4542018991904e-10
3,3,8,4,"true","true",128,16,2.1296732288923e-09
6,6,8,2,"true","false",32,8,3.39365898125428e-09
10,5,16,4,"true","false",128,128,1.36299847093774e-08
8,2,16,4,"true","true",512,64,1.16731905880286e-09
4,2,8,4,"true","false",32,16,4.65248965657726e-09
12,6,4,4,"true","true",64,2,2.31986030900542e-10
6,6,2,4,"true","true",256,128,3.00154014370617e-09
6,6,16,2,"true","true",512,2,1.65889473064672e-09
1,1,2,2,"true","false",64,4,7.94706318295415e-10
6,3,16,2,"true","true",1024,16,7.9882637382895e-10
6,6,16,2,"true","true",512,512,3.83174049665131e-08
12,4,4,2,"true","false",128,1,2.04025987513558e-10
6,6,4,4,"true","true",1024,512,6.74766888041097e-09
12,6,1,2,"true","false",512,32,2.25005245032826e-10
10,5,1,2,"true","false",32,2,2.40000022629662e-10
8,2,16,4,"true","false",128,4,5.00206860401037e-10
10,5,2,4,"true","false",1024,64,2.49360745990427e-10
20,5,4,2,"true","true",32,1,1.65742224622325e-10
24,6,1,2,"true","false",64,64,2.63554242988111e-09
6,2,8,2,"true","true",512,128,1.66344112144585e-09
15,5,16,2,"true","true",128,1,6.21970850724693e-10
6,6,1,2,"true","false",128,16,3.4902986714998e-10
3,3,4,4,"true","false",512,8,5.19028295763456e-10
6,3,4,4,"true","true",64,2,2.89680627403268e-10
4,1,16,4,"true","false",256,2,7.22836911893811e-10
2,2,1,4,"true","false",1024,8,1.65856504258804e-10
4,2,16,2,"true","false",64,8,2.11996655492994e-09
6,2,16,2,"true","false",128,128,1.00665934749137e-08
10,5,4,2,"true","true",1024,1,2.98689647330913e-10
5,5,4,4,"true","false",32,4,1.26658768815986e-09
2,1,2,4,"true","false",64,1,2.83533911078128e-10
16,4,1,4,"true","false",128,4,1.58710967812137e-10
18,6,2,4,"true","true",1024,64,3.54678805020656e-10
16,4,16,2,"true","false",512,4,5.45443486090597e-10
6,6,8,4,"true","false",512,32,1.23966435425114e-09
12,3,1,4,"true","true",512,2,1.84360684169833e-10
12,4,1,4,"true","false",256,256,3.1565809994795e-09
1,1,1,2,"true","true",128,1,2.30700110614545e-10
18,6,1,4,"true","false",1024,128,4.89538583425146e-10
6,2,2,2,"true","true",1024,4,3.1603084995747e-10
6,2,16,4,"true","true",128,128,1.00893906448281e-08
4,4,1,4,"true","true",64,64,3.11912404703812e-09
2,2,8,4,"true","false",256,1,8.54505554429861e-10
4,2,1,2,"true","true",32,4,5.20247112872803e-10
4,2,8,4,"true","false",1024,256,2.62222038425205e-09
12,3,2,4,"true","true",64,16,7.23932803039098e-10
12,6,2,2,"true","true",64,64,3.03702412114355e-09
16,4,8,4,"true","false",32,4,5.61906836290288e-10
15,5,4,4,"true","false",64,1,1.99342794330958e-10
16,4,1,4,"true","true",128,8,2.22471826962859e-10
3,1,2,4,"true","true",512,16,3.73021997320229e-10
10,5,8,2,"true","false",512,16,3.84492258532888e-10
2,1,16,4,"true","true",64,2,1.16513091004854e-09
18,6,16,4,"true","true",128,1,5.92480961301504e-10
8,4,8,2,"true","false",128,64,3.86062547862342e-09
4,4,16,2,"true","true",512,2,1.88534196364462e-09
1,1,16,4,"true","true",128,64,2.1280467945474e-08
6,3,2,2,"true","false",128,32,8.19779205838223e-10
3,1,16,4,"true","false",512,2,8.70773936585358e-10
4,2,1,4,"true","true",1024,1,2.03100819788809e-10
6,3,16,4,"true","false",64,4,1.16255763575914e-09
8,2,8,4,"true","false",128,8,4.15541636594585e-10
8,4,2,2,"true","true",256,16,2.29904938948171e-10
6,6,8,4,"true","false",512,32,1.23966435425114e-09
4,2,4,4,"true","true",1024,256,1.77302036810047e-09
2,2,16,4,"true","true",512,16,1.38504591997135e-09
6,2,8,4,"true","true",1024,1,4.8561103306642e-10
8,2,8,4,"true","true",64,8,6.91723785432346e-10
4,4,8,2,"true","true",64,8,1.97629493622427e-09
10,5,1,4,"true","true",128,64,1.44889251464403e-09
6,2,1,4,"true","false",32,1,2.74398068099078e-10
12,4,2,2,"true","false",256,2,2.03209778923924e-10
12,4,8,2,"true","true",1024,64,5.19008517240513e-10
12,3,1,4,"true","true",512,256,1.49678115981867e-09
12,6,2,2,"true","false",1024,2,1.55617512943516e-10
1,1,1,4,"true","true",1024,4,2.38587480839724e-10
4,2,1,2,"true","true",32,4,5.20247112872803e-10
1,1,16,4,"true","false",128,8,3.19876573086551e-09
3,3,4,4,"true","true",1024,8,6.20968467078243e-10
2,1,4,4,"true","false",128,128,8.96316650081128e-09
8,4,1,2,"true","false",1024,128,4.59044659132241e-10
5,5,1,2,"true","false",256,8,1.21265648195401e-10
9,3,8,2,"true","true",256,2,3.16994056021217e-10
4,4,1,4,"true","false",64,32,1.48403469794756e-09
6,2,4,2,"true","true",512,256,2.20135242517791e-09
8,4,16,2,"true","false",128,4,6.98336312762547e-10
4,2,8,4,"true","true",64,2,5.02747463278074e-10
6,3,2,2,"true","true",64,32,1.62045492815042e-09
16,4,2,2,"true","false",512,2,1.70037296294064e-10
12,3,2,4,"true","false",64,32,1.42399377308377e-09
