"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
6,6,1,4,"true","true",512,1,1.21269798663001e-10,120,"GA"
20,5,2,2,"true","false",256,4,1.48858292705467e-10,120,"GA"
12,6,1,4,"true","true",512,4,1.3724725336929e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
12,6,2,4,"true","true",64,1,1.38347474235025e-10,120,"GA"
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"GA"
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GA"
24,6,4,2,"true","true",512,4,1.49195949435426e-10,120,"GA"
12,6,1,4,"true","true",128,2,1.39009914687744e-10,120,"GA"
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GA"
4,4,1,2,"true","false",512,16,1.30082949623258e-10,120,"GA"
6,6,1,4,"true","false",512,8,1.18483530341257e-10,120,"GA"
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,120,"GA"
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"GA"
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"GA"
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
24,6,4,2,"true","false",64,1,1.42216872824127e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
6,6,1,2,"true","false",128,2,1.17976523819686e-10,120,"GA"
5,5,1,2,"true","true",512,4,1.180929223999e-10,120,"GA"
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"GA"
6,6,1,2,"true","false",256,1,1.18202032710546e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
4,4,1,4,"true","false",128,1,1.26473347752942e-10,120,"GA"
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GA"
5,5,1,2,"true","true",512,16,1.25137945842182e-10,120,"GA"
24,6,2,4,"true","false",64,1,1.41924380072479e-10,120,"GA"
8,4,1,2,"true","true",256,2,1.46003801983851e-10,120,"GA"
15,5,1,4,"true","false",64,1,1.76365306985286e-10,120,"GA"
12,6,1,4,"true","false",128,2,1.38742749517944e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
12,6,2,4,"true","true",128,4,1.3731975529994e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
4,4,1,2,"true","false",1024,4,1.31614617171839e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
2,2,1,4,"true","true",512,1,1.64424333862681e-10,120,"GA"
12,6,2,2,"true","false",256,1,1.39042634655403e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
12,6,1,2,"true","true",128,1,1.38558641487853e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
12,6,2,4,"true","false",256,4,1.36838289752556e-10,120,"GA"
4,4,1,4,"true","true",512,1,1.28639677617769e-10,120,"GA"
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
24,6,2,2,"true","true",64,2,1.44000381825374e-10,120,"GA"
12,6,1,4,"true","false",128,2,1.38742749517944e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
6,6,1,2,"true","false",128,2,1.17976523819686e-10,120,"GA"
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
4,4,1,4,"true","false",512,2,1.25669123061854e-10,120,"GA"
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"GA"
5,5,1,4,"true","false",1024,32,1.28201182372607e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
5,5,1,2,"true","false",512,4,1.17865496298058e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"GA"
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"GA"
10,5,1,2,"true","false",128,1,1.4570040692598e-10,120,"GA"
12,6,2,2,"true","true",256,1,1.40342357749494e-10,120,"GA"
8,4,2,2,"true","true",256,8,1.46263673963271e-10,120,"GA"
6,6,1,4,"true","true",256,4,1.19017999801124e-10,120,"GA"
8,4,2,2,"true","false",1024,16,1.44736414512629e-10,120,"GA"
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"GA"
10,5,1,4,"true","true",64,1,1.44966327511122e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GA"
4,2,2,4,"true","true",512,4,1.83700632485169e-10,120,"GA"
12,6,1,4,"true","true",1024,4,1.44872092405152e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,120,"GA"
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
4,4,1,4,"true","true",256,2,1.24879203669815e-10,120,"GA"
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"GA"
10,5,1,2,"true","true",64,2,1.45342496314116e-10,120,"GA"
8,4,2,2,"true","false",1024,4,1.44707490966572e-10,120,"GA"
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GA"
4,4,1,2,"true","false",512,1,1.30767911062145e-10,120,"GA"
6,6,1,2,"true","false",256,1,1.18202032710546e-10,120,"GA"
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GA"
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"GA"
5,5,1,2,"true","false",256,4,1.17561537135523e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
12,6,2,4,"true","false",256,4,1.36838289752556e-10,120,"GA"
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"GA"
12,6,1,2,"true","false",128,2,1.37325279558869e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
4,4,1,4,"true","true",128,4,1.26678340558663e-10,120,"GA"
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,120,"GA"
24,6,1,4,"true","true",128,1,1.41490786848524e-10,120,"GA"
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GA"
12,6,2,2,"true","true",256,4,1.37382523351728e-10,120,"GA"
8,4,2,2,"true","true",1024,8,1.43640248161835e-10,120,"GA"
10,5,2,4,"true","false",128,1,1.42279592117531e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,120,"GA"
20,5,1,2,"true","true",256,4,1.49742754407727e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GA"
5,5,1,2,"true","false",256,8,1.21265648195401e-10,120,"GA"
3,3,1,2,"true","false",256,4,1.36478520881495e-10,120,"GA"
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"GA"
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
12,6,2,2,"true","false",64,1,1.38933012863511e-10,120,"GA"
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"GA"
5,5,1,2,"true","true",512,8,1.18628082806223e-10,120,"GA"
12,6,2,2,"true","true",256,2,1.36929473450724e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
16,4,4,4,"true","false",128,2,1.57306422896745e-10,120,"GA"
6,3,2,2,"true","true",1024,8,1.54065731950811e-10,120,"GA"
8,4,2,2,"true","true",128,4,1.4493093093373e-10,120,"GA"
16,4,4,4,"true","false",128,2,1.57306422896745e-10,120,"GA"
4,4,1,2,"true","true",128,1,1.2777883632919e-10,120,"GA"
6,6,1,4,"true","false",512,4,1.1888726151874e-10,120,"GA"
4,4,1,4,"true","false",128,1,1.26473347752942e-10,120,"GA"
5,5,1,2,"true","false",128,1,1.20098079634856e-10,120,"GA"
10,5,1,2,"true","false",1024,16,1.60524943981692e-10,120,"GA"
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GA"
3,3,1,2,"true","true",512,16,1.37369946739904e-10,120,"GA"
8,4,1,2,"true","true",512,2,1.49870070586283e-10,120,"GA"
12,6,1,4,"true","true",512,4,1.3724725336929e-10,120,"GA"
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
4,4,1,2,"true","false",128,1,1.279739790298e-10,120,"GA"
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GA"
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GA"
3,3,1,4,"true","true",512,4,1.35806763141539e-10,120,"GA"
6,6,1,2,"true","true",512,2,1.1836397813052e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,120,"GA"
10,5,2,2,"true","false",512,4,1.42308824451469e-10,120,"GA"
10,5,2,4,"true","false",128,2,1.46639016401682e-10,120,"GA"
2,2,1,2,"true","false",512,4,1.55269439447837e-10,120,"GA"
10,5,1,2,"true","true",128,2,1.43886857500089e-10,120,"GA"
4,4,1,4,"true","true",1024,4,1.28144380123423e-10,120,"GA"
6,6,1,4,"true","true",512,1,1.21269798663001e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
6,3,2,4,"true","false",1024,4,1.53478841764969e-10,120,"GA"
6,3,2,2,"true","true",1024,8,1.54065731950811e-10,120,"GA"
12,6,1,2,"true","true",256,2,1.36286375373921e-10,120,"GA"
12,6,2,2,"true","true",64,1,1.37576955915405e-10,120,"GA"
12,6,1,2,"true","true",512,8,1.37483429796381e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"GA"
5,5,1,4,"true","false",256,1,1.21422039933002e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"GA"
5,5,1,2,"true","true",256,1,1.18611767942795e-10,120,"GA"
10,5,2,2,"true","true",512,8,1.42061321707413e-10,120,"GA"
10,5,1,2,"true","true",128,4,1.43724384012191e-10,120,"GA"
10,5,2,2,"true","false",512,2,1.42703548929693e-10,120,"GA"
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,120,"GA"
24,6,1,2,"true","true",128,4,1.42583344716509e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"GA"
6,6,1,2,"true","true",512,8,1.18283916839785e-10,120,"GA"
12,6,1,2,"true","false",512,2,1.37433629960714e-10,120,"GA"
12,6,2,2,"true","false",256,1,1.39042634655403e-10,120,"GA"
6,6,1,2,"true","false",512,4,1.23019310645269e-10,120,"GA"
10,5,2,4,"true","false",256,2,1.41321341327822e-10,120,"GA"
3,3,1,4,"true","true",256,4,1.35697524537269e-10,120,"GA"
6,6,1,2,"true","false",256,1,1.18202032710546e-10,120,"GA"
12,6,2,4,"true","true",64,1,1.38347474235025e-10,120,"GA"
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,120,"GA"
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GA"
10,5,1,4,"true","true",512,4,1.42250429448815e-10,120,"GA"
5,5,1,2,"true","true",256,2,1.1931608789437e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
4,4,1,4,"true","true",128,4,1.26678340558663e-10,120,"GA"
6,6,1,4,"true","false",512,2,1.19525529098963e-10,120,"GA"
24,6,1,2,"true","false",256,4,1.43289319112263e-10,120,"GA"
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
20,5,4,2,"true","true",128,2,1.49275860125453e-10,120,"GA"
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
5,5,1,2,"true","true",1024,2,1.23041421447138e-10,120,"GA"
4,4,1,2,"true","false",128,4,1.28025322109481e-10,120,"GA"
6,6,1,2,"true","true",512,8,1.18283916839785e-10,120,"GA"
10,5,2,4,"true","false",512,2,1.424814549876e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
6,6,1,2,"true","false",256,1,1.18202032710546e-10,120,"GA"
6,6,1,4,"true","true",256,2,1.19195652830312e-10,120,"GA"
6,6,1,2,"true","true",512,4,1.1835008391896e-10,120,"GA"
5,5,1,2,"true","false",512,4,1.17865496298058e-10,120,"GA"
6,6,1,4,"true","false",1024,2,1.18717485534039e-10,120,"GA"
8,4,2,2,"true","true",1024,2,1.49591549228381e-10,120,"GA"
6,6,1,2,"true","true",128,1,1.18258966570151e-10,120,"GA"
5,5,1,2,"true","true",256,2,1.1931608789437e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
5,5,1,2,"true","false",128,4,1.18634851028728e-10,120,"GA"
10,5,2,2,"true","true",512,16,1.44850841309322e-10,120,"GA"
4,4,1,2,"true","true",256,1,1.2942682127942e-10,120,"GA"
6,6,1,4,"true","true",256,2,1.19195652830312e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
20,5,2,2,"true","false",128,2,1.48340423840579e-10,120,"GA"
20,5,2,2,"true","false",128,2,1.48340423840579e-10,120,"GA"
6,6,1,2,"true","false",64,1,1.27347241011366e-10,120,"GA"
4,4,1,4,"true","true",128,1,1.26537074253064e-10,120,"GA"
3,3,1,4,"true","false",512,4,1.35429549481083e-10,120,"GA"
24,6,4,2,"true","false",64,2,1.42507163271404e-10,120,"GA"
24,6,1,2,"true","true",512,8,1.50151943867924e-10,120,"GA"
3,3,1,4,"true","false",512,1,1.37669581615537e-10,120,"GA"
5,5,1,2,"true","false",512,1,1.22282330349011e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
4,4,1,4,"true","false",256,1,1.26186033154576e-10,120,"GA"
5,5,1,2,"true","true",512,2,1.19786051216568e-10,120,"GA"
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GA"
12,6,1,2,"true","true",256,2,1.36286375373921e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GA"
6,6,1,4,"true","false",128,2,1.18718825467539e-10,120,"GA"
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GA"
5,5,1,4,"true","false",512,8,1.22080038327934e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
12,6,1,2,"true","false",512,4,1.36576491973056e-10,120,"GA"
12,6,2,4,"true","false",256,4,1.36838289752556e-10,120,"GA"
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,120,"GA"
12,6,1,4,"true","true",128,1,1.39718305403007e-10,120,"GA"
5,5,1,2,"true","false",512,4,1.17865496298058e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
6,6,1,4,"true","false",256,4,1.18527144018137e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
12,6,2,2,"true","false",256,2,1.37455954892558e-10,120,"GA"
6,6,1,4,"true","false",512,8,1.18483530341257e-10,120,"GA"
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GA"
4,4,1,2,"true","false",128,2,1.27175815907958e-10,120,"GA"
4,4,1,2,"true","false",512,16,1.30082949623258e-10,120,"GA"
5,5,1,2,"true","true",512,8,1.18628082806223e-10,120,"GA"
6,6,1,4,"true","false",128,2,1.18718825467539e-10,120,"GA"
3,3,1,4,"true","true",128,4,1.40785595997549e-10,120,"GA"
12,6,1,2,"true","false",256,2,1.37171059143269e-10,120,"GA"
6,6,1,4,"true","false",256,1,1.19886821794317e-10,120,"GA"
8,4,2,2,"true","true",256,1,1.51623946297888e-10,120,"GA"
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GA"
4,4,1,4,"true","true",1024,4,1.28144380123423e-10,120,"GA"
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,120,"GA"
20,5,1,4,"true","true",256,4,1.49614230641709e-10,120,"GA"
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GA"
5,5,1,4,"true","false",128,2,1.22318069740129e-10,120,"GA"
12,6,1,2,"true","true",64,1,1.39853846630625e-10,120,"GA"
6,6,1,2,"true","true",256,2,1.1808319494789e-10,120,"GA"
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GA"
24,6,2,4,"true","true",128,4,1.42596822850907e-10,120,"GA"
4,4,1,4,"true","true",512,4,1.25569585107033e-10,120,"GA"
6,3,2,2,"true","false",128,4,1.5817793699039e-10,120,"GA"
12,6,2,4,"true","true",128,4,1.3731975529994e-10,120,"GA"
12,6,1,2,"true","true",64,1,1.39853846630625e-10,120,"GA"
8,4,2,2,"true","true",256,8,1.46263673963271e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
6,6,1,4,"true","false",512,8,1.18483530341257e-10,120,"GA"
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GA"
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"GA"
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GA"
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GA"
4,4,1,4,"true","true",512,16,1.27430932130334e-10,120,"GA"
6,6,1,4,"true","false",64,1,1.26460519328544e-10,120,"GA"
6,6,1,2,"true","true",512,4,1.1835008391896e-10,120,"GA"
6,6,1,2,"true","true",256,2,1.1808319494789e-10,120,"GA"
4,4,1,4,"true","false",512,16,1.25718814598265e-10,120,"GA"
5,5,1,4,"true","true",512,4,1.23323792879451e-10,120,"GA"
10,5,2,4,"true","false",256,2,1.41321341327822e-10,120,"GA"
5,5,1,2,"true","true",256,2,1.1931608789437e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
3,3,1,2,"true","true",512,2,1.37521968328191e-10,120,"GA"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GA"
12,6,1,4,"true","true",256,1,1.40188049880857e-10,120,"GA"
10,5,2,4,"true","true",512,2,1.42353070684658e-10,120,"GA"
3,3,1,4,"true","false",128,1,1.37104351640103e-10,120,"GA"
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,120,"GA"
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GA"
10,5,1,4,"true","true",256,2,1.42645447818364e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
2,2,1,4,"true","false",256,1,1.6106228353854e-10,120,"GA"
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GA"
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"GA"
8,4,2,2,"true","true",512,2,1.45687214384638e-10,120,"GA"
5,5,1,2,"true","true",512,8,1.18628082806223e-10,120,"GA"
4,4,1,4,"true","false",128,1,1.26473347752942e-10,120,"GA"
12,6,1,4,"true","true",64,1,1.39895340781843e-10,120,"GA"
10,5,1,2,"true","false",256,2,1.431714562292e-10,120,"GA"
20,5,1,4,"true","true",128,2,1.48145545150799e-10,120,"GA"
12,6,2,2,"true","false",128,2,1.38159240037189e-10,120,"GA"
4,4,1,4,"true","false",512,16,1.25718814598265e-10,120,"GA"
6,6,1,4,"true","false",512,4,1.1888726151874e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GA"
6,3,2,4,"true","true",1024,16,1.5338156155465e-10,120,"GA"
10,5,2,2,"true","false",512,4,1.42308824451469e-10,120,"GA"
5,5,1,2,"true","false",1024,4,1.23941384284205e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
3,3,1,4,"true","true",128,2,1.36538375119979e-10,120,"GA"
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GA"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GA"
4,4,1,4,"true","true",512,4,1.25569585107033e-10,120,"GA"
10,5,2,2,"true","false",512,4,1.42308824451469e-10,120,"GA"
6,3,2,4,"true","false",1024,16,1.52554038682594e-10,120,"GA"
6,3,2,4,"true","true",512,2,1.59936625119176e-10,120,"GA"
5,5,1,2,"true","false",512,2,1.19264177349936e-10,120,"GA"
12,6,2,4,"true","false",512,4,1.3540030760049e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
10,5,2,4,"true","false",512,4,1.43427898416384e-10,120,"GA"
5,5,1,4,"true","false",256,1,1.21422039933002e-10,120,"GA"
12,6,2,2,"true","true",128,1,1.38258953067267e-10,120,"GA"
6,6,1,4,"true","true",128,2,1.18746687810648e-10,120,"GA"
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GA"
5,5,1,4,"true","true",256,1,1.21838108445895e-10,120,"GA"
10,5,2,4,"true","true",256,4,1.41563511285379e-10,120,"GA"
10,5,1,2,"true","false",256,8,1.4318446912762e-10,120,"GA"
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GA"
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GA"
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GA"
4,4,1,4,"true","false",512,16,1.25718814598265e-10,120,"GA"
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GA"
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GA"
12,6,2,4,"true","true",512,2,1.42113538419092e-10,120,"GA"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GA"
5,5,1,2,"true","true",1024,32,1.25947020865076e-10,120,"GA"
10,5,1,2,"true","true",256,4,1.42475538199169e-10,120,"GA"
10,5,2,4,"true","true",512,8,1.40922750369015e-10,120,"GA"
10,5,1,2,"true","false",512,2,1.44014689615395e-10,120,"GA"
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"GA"
6,6,1,2,"true","false",128,2,1.17976523819686e-10,120,"GA"
6,6,1,4,"true","true",256,1,1.20016645514951e-10,120,"GA"
