"","elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
"9852",16,4,4,4,"true","true",32,4,3.6507765490558e-10
"76282",12,6,2,4,"true","true",512,4,1.34066482063271e-10
"1180",2,1,8,2,"true","true",512,128,3.38808135472649e-09
"11631",10,5,2,4,"true","false",64,1,1.42939805012916e-10
"19972",12,6,2,4,"true","true",64,2,1.37227036791841e-10
"18568",20,5,1,4,"true","false",1024,32,1.88945179486502e-10
"5404",1,1,1,4,"true","true",128,4,2.28008182032392e-10
"175991",8,2,4,2,"true","false",256,4,2.07214474054074e-10
"136681",20,5,1,4,"true","true",64,1,1.47379046541376e-10
"21315",8,2,4,4,"true","true",1024,16,2.54436132834948e-10
"19639",12,3,4,4,"true","false",256,4,1.75299019549582e-10
"1982",2,1,2,4,"true","false",128,2,2.71343093935345e-10
"13080",9,3,1,2,"true","true",512,4,1.98408414891747e-10
"20061",16,4,4,4,"true","false",128,4,1.60179906504997e-10
"6080",3,1,16,2,"true","false",512,32,1.259570381765e-09
"2000",2,2,1,2,"true","false",128,4,1.57236882512688e-10
"11743",8,2,4,4,"true","true",64,2,2.09406037938204e-10
"16752",15,5,4,2,"true","false",32,16,1.58026418978179e-09
"213621",18,6,4,2,"true","false",64,2,1.84551837435773e-10
"10499",15,5,4,4,"true","false",256,2,1.92100902929405e-10
"5544",4,4,8,4,"true","false",128,4,6.72563211301465e-10
"2468",2,1,1,2,"true","true",128,16,7.31911580985297e-10
"19307",20,5,2,4,"true","true",256,64,6.67973186737251e-10
"19054",16,4,4,4,"true","true",256,8,1.61071251605817e-10
"179301",5,5,1,2,"true","true",256,4,1.17379768662026e-10
"6930",12,3,1,2,"true","false",128,8,2.36857265552658e-10
"17179",6,2,4,4,"true","false",512,256,2.19573313523106e-09
"45417",4,2,1,2,"true","false",256,2,1.79879678295205e-10
"98431",6,6,1,2,"true","false",256,4,1.17149348789584e-10
"21563",6,3,2,2,"true","false",256,8,1.58601157583617e-10
"20587",18,6,4,4,"true","true",128,4,1.8432093278778e-10
"16380",10,5,1,2,"true","true",32,16,1.3568869025562e-09
"156151",16,4,4,2,"true","true",256,8,1.6040413531583e-10
"11359",12,3,4,2,"true","true",128,32,7.21857566334904e-10
"21292",5,5,4,4,"true","false",128,64,4.99534406923297e-09
"19075",24,6,4,2,"true","false",512,64,3.76684127266819e-10
"2273",3,3,16,4,"true","true",32,16,1.3081417267453e-08
"175992",8,2,4,2,"true","false",256,4,2.07214474054074e-10
"14658",6,6,1,2,"true","true",64,32,1.41722147300448e-09
"15103",8,2,1,4,"true","true",512,128,8.54622352786993e-10
"13849",12,3,1,4,"true","true",256,8,1.75905166802443e-10
"17161",16,4,4,4,"true","true",128,4,1.60201314486142e-10
"5526",2,2,1,2,"true","false",256,16,2.67188700168073e-10
"7922",4,2,1,2,"true","false",128,1,1.81710718902162e-10
"62393",3,3,1,4,"true","true",256,4,1.35697524537269e-10
"143051",20,5,4,4,"true","false",128,1,1.48754738201527e-10
"13897",12,4,8,2,"true","true",128,8,4.37797681769043e-10
"172741",24,6,4,2,"true","false",256,4,1.43064682433489e-10
"6669",6,6,4,4,"true","true",512,32,7.13534281093111e-10
"8744",6,3,16,4,"true","true",128,16,1.83949514394691e-09
"3223",4,2,2,4,"true","true",512,4,1.83700632485169e-10
"1422",1,1,1,2,"true","false",128,2,2.28205085687125e-10
"12982",3,3,1,2,"true","true",1024,128,4.82763610594565e-10
"14116",9,3,16,2,"true","true",128,16,1.29044899425793e-09
"18019",4,1,4,2,"true","false",1024,32,3.24274492774496e-10
"92622",10,5,2,4,"true","true",512,4,1.40742193789431e-10
"21101",12,3,8,4,"true","false",128,8,3.62460262874901e-10
"2215",2,2,1,2,"true","false",512,8,1.56732863494209e-10
"88632",4,2,2,2,"true","true",1024,8,1.74376790866456e-10
"5720",2,1,2,4,"true","true",256,2,2.69957280725162e-10
"76283",12,6,2,4,"true","true",512,4,1.34066482063271e-10
"1960",2,1,8,4,"true","true",512,32,1.0451377647534e-09
"20029",6,3,2,2,"true","false",512,16,1.58400381014642e-10
"7968",12,6,4,2,"true","false",128,8,3.63111559645526e-10
"16648",4,1,16,2,"true","true",1024,128,1.68619535489681e-09
"138491",12,3,1,4,"true","true",256,8,1.75905166802443e-10
"13122",1,1,1,4,"true","false",1024,128,7.37545915652148e-10
"8018",12,3,2,2,"true","true",512,16,1.79753916890354e-10
"8864",6,3,2,4,"true","true",1024,16,1.5338156155465e-10
"3022",2,2,1,2,"true","true",128,2,1.56879662240458e-10
"5116",4,1,4,2,"true","true",128,4,3.09425876729808e-10
"8760",10,5,8,4,"true","true",128,8,5.65190050239439e-10
"11945",20,5,2,2,"true","false",32,8,6.30098376064748e-10
"13545",12,3,2,4,"true","false",32,16,1.38579263832248e-09
"2430",4,1,1,4,"true","true",512,32,3.8880976837292e-10
"77682",6,3,2,2,"true","false",128,4,1.5817793699039e-10
"45884",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"16881",3,3,1,2,"true","true",1024,2,1.39222329183687e-10
"13131",15,5,1,4,"true","true",512,8,1.77878450011805e-10
"20984",10,5,2,4,"true","true",512,64,4.09780336163196e-10
"3010",4,2,1,2,"true","true",512,128,9.77636406715394e-10
"3246",4,4,1,4,"true","false",128,2,1.25109511762482e-10
"11398",6,2,2,4,"true","true",128,8,3.82661850147177e-10
"150911",18,6,4,2,"true","true",512,2,1.85091832668072e-10
"4000",4,2,2,2,"true","true",256,2,1.82495430741438e-10
"19198",12,3,4,2,"true","false",256,4,1.74684970353342e-10
"19821",2,1,2,4,"true","false",128,2,2.71343093935345e-10
"20411",12,4,4,4,"true","false",1024,32,2.46808386177878e-10
"81251",16,4,4,2,"true","true",128,2,1.57132972686489e-10
"169742",12,3,1,4,"true","true",128,2,1.72925900783062e-10
"54353",4,1,4,2,"true","true",128,1,3.00554927648439e-10
"9388",8,2,2,2,"true","true",256,2,2.05429010090939e-10
"15699",12,3,1,4,"true","false",128,64,1.39054643212042e-09
"46841",4,2,1,2,"true","false",256,8,1.81182095810127e-10
"187941",8,2,4,2,"true","false",256,2,2.05412034834989e-10
"175993",8,2,4,2,"true","false",256,4,2.07214474054074e-10
"14244",18,6,1,2,"true","false",512,128,8.19388918118889e-10
"22488",20,5,1,4,"true","true",128,16,3.42684865754289e-10
"42131",3,3,1,4,"true","false",512,4,1.35429549481083e-10
"4039",4,1,1,2,"true","false",512,64,6.51378072977579e-10
"207061",5,5,8,2,"true","false",512,128,4.10757110180724e-09
"203931",12,3,2,2,"true","true",64,1,1.73348646629763e-10
"169743",12,3,1,4,"true","true",128,2,1.72925900783062e-10
"16429",6,3,1,2,"true","true",1024,4,1.57596472343103e-10
"30344",2,2,1,2,"true","false",512,4,1.55269439447837e-10
"20742",6,3,1,2,"true","false",256,32,4.38133577595023e-10
"21329",18,6,1,2,"true","false",256,8,1.65248551277817e-10
"18343",18,6,8,2,"true","false",128,8,4.01154589481592e-10
"20556",8,4,1,4,"true","true",512,128,8.06897776042213e-10
"15512",4,4,1,4,"true","true",256,2,1.24879203669815e-10
"10118",5,5,16,2,"true","true",128,32,6.15428755652082e-09
"22802",8,4,8,2,"true","false",128,16,1.02814764772599e-09
"2451",4,2,16,2,"true","false",32,16,7.60830848088803e-09
"14713",24,6,1,4,"true","false",256,8,1.44483256505832e-10
"8113",10,5,2,2,"true","false",512,4,1.42308824451469e-10
"19891",16,4,4,4,"true","false",128,2,1.57306422896745e-10
"13346",2,1,8,4,"true","false",1024,64,1.10528347300322e-09
"219931",20,5,4,4,"true","true",128,1,1.48373401207609e-10
"17801",8,4,2,2,"true","false",128,32,7.52430252472314e-10
"4058",2,2,8,4,"true","true",128,8,1.39016405747398e-09
"19555",15,5,1,2,"true","true",256,64,7.65977667999502e-10
"21667",10,5,8,4,"true","false",128,8,5.67112271886936e-10
"196961",9,3,4,4,"true","true",64,2,2.26429654944439e-10
"8646",12,3,8,2,"true","false",128,8,3.55897950912232e-10
"3125",4,2,2,2,"true","false",256,2,1.83141440280252e-10
"20858",15,5,4,2,"true","false",64,2,1.92949226086257e-10
"92791",24,6,4,4,"true","true",128,1,1.42986124513889e-10
"64182",5,5,1,2,"true","false",128,2,1.18427245214453e-10
"45885",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"21737",1,1,1,4,"true","false",1024,32,2.44387901670562e-10
"16260",6,2,16,2,"true","true",32,16,5.10762837488857e-09
"160802",2,1,2,4,"true","false",1024,16,2.50825972132783e-10
"160803",2,1,2,4,"true","false",1024,16,2.50825972132783e-10
"1958",1,1,1,2,"true","true",128,64,2.67389054770584e-09
"16879",5,5,1,4,"true","false",512,8,1.22080038327934e-10
"13971",12,6,16,4,"true","false",128,16,1.63872119667959e-09
"219932",20,5,4,4,"true","true",128,1,1.48373401207609e-10
"83081",18,6,4,2,"true","false",256,1,1.82091761630176e-10
"16969",6,6,1,4,"true","false",128,4,1.20370127713727e-10
"7510",16,4,1,2,"true","false",512,8,1.64567535270514e-10
"14359",12,6,2,2,"true","true",64,2,1.37438647006306e-10
"205143",8,4,2,2,"true","false",128,1,1.44946489136578e-10
"21373",6,3,1,4,"true","false",128,2,1.59611370041288e-10
"20679",6,3,2,2,"true","false",128,2,1.58333256590852e-10
"17498",10,5,1,2,"true","false",128,8,2.21523438383569e-10
"20471",20,5,8,2,"true","true",128,8,3.13010043250635e-10
"13051",4,2,1,2,"true","true",128,2,1.80832688533745e-10
"17308",18,6,1,2,"true","true",128,4,1.66592205877823e-10
"58245",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"10545",8,4,4,4,"true","true",512,256,2.80512775239426e-09
"11555",5,5,8,4,"true","true",128,4,6.1841271341663e-10
"204133",15,5,1,4,"true","false",128,4,1.73683539970295e-10
"12960",5,5,1,4,"true","true",128,2,1.2260596387318e-10
"84222",8,2,4,4,"true","false",512,4,2.07668615016469e-10
"8447",15,5,1,2,"true","true",1024,32,1.96125488512639e-10
"11418",10,5,1,4,"true","false",256,16,2.22787672484101e-10
"9114",18,6,2,4,"true","false",256,8,1.87142839069785e-10
"177541",5,5,1,2,"true","true",1024,32,1.25947020865076e-10
"8067",10,5,8,4,"true","true",128,32,1.8593171671838e-09
"2167",2,2,8,2,"true","false",256,64,4.69638029862599e-09
"12647",12,4,4,4,"true","false",256,16,2.99707145106594e-10
"4148",4,1,4,4,"true","false",64,2,3.08665477721099e-10
"8460",6,2,8,2,"true","false",64,2,3.81138988863739e-10
"2972",2,2,4,2,"true","false",128,32,3.20155802649511e-09
"36051",2,1,16,4,"true","true",512,64,2.89735629240528e-09
"176391",8,2,2,2,"true","false",128,1,2.04811532627718e-10
"2927",1,1,1,4,"true","false",128,32,1.36311702735497e-09
"13565",6,3,2,2,"true","true",1024,32,1.59987724589747e-10
"12677",6,6,1,2,"true","true",512,16,1.20561345004917e-10
"39161",4,1,4,2,"true","false",64,1,3.01655269263187e-10
"4958",4,2,2,4,"true","true",128,4,1.86105835706297e-10
"15390",3,1,8,2,"true","true",1024,512,4.60941578435411e-09
"76284",12,6,2,4,"true","true",512,4,1.34066482063271e-10
"30221",2,2,1,2,"true","true",128,2,1.56879662240458e-10
"2664",4,1,8,4,"true","true",128,16,9.77323349918783e-10
"169744",12,3,1,4,"true","true",128,2,1.72925900783062e-10
"63851",4,1,4,4,"true","false",128,1,3.00631855275054e-10
"45418",4,2,1,2,"true","false",256,2,1.79879678295205e-10
"2342",3,3,1,2,"true","true",512,16,1.37369946739904e-10
"8888",3,3,1,4,"true","true",1024,8,1.37668844036886e-10
"21087",6,6,1,2,"true","true",512,256,1.68417934276217e-09
"17400",18,6,2,2,"true","false",128,16,4.55939476720997e-10
"143591",12,6,2,2,"true","true",64,2,1.37438647006306e-10
"100802",12,6,2,4,"true","true",256,2,1.35761365941573e-10
"1096",3,3,1,4,"true","false",128,2,1.36120252443834e-10
"98432",6,6,1,2,"true","false",256,4,1.17149348789584e-10
"5827",4,4,1,4,"true","true",128,2,1.2616196070333e-10
"92623",10,5,2,4,"true","true",512,4,1.40742193789431e-10
"126471",12,4,4,4,"true","false",256,16,2.99707145106594e-10
"18612",12,3,1,4,"true","true",256,16,2.35832130438284e-10
"9578",12,3,8,4,"true","true",1024,128,7.0411131352826e-10
"220982",5,5,1,2,"true","false",512,4,1.17865496298058e-10
"3509",4,4,16,2,"true","true",128,32,6.30966100899677e-09
"21368",12,3,4,4,"true","true",256,8,1.7904838533903e-10
"169745",12,3,1,4,"true","true",128,2,1.72925900783062e-10
"7983",18,6,16,4,"true","false",128,32,2.16560815904195e-09
"12636",16,4,4,4,"true","false",512,16,1.65567852967829e-10
"58246",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"137521",6,6,1,2,"true","true",1024,2,1.16501321248061e-10
"19915",6,3,1,2,"true","true",128,8,2.4969090271529e-10
"9354",6,6,8,2,"true","false",256,64,3.9518826225349e-09
"183713",8,4,2,2,"true","true",1024,16,1.43169217579077e-10
"9785",6,3,1,2,"true","false",1024,8,1.55385040302911e-10
"715",3,1,1,4,"true","true",512,128,1.43347139039214e-09
"83082",18,6,4,2,"true","false",256,1,1.82091761630176e-10
"1737",3,3,1,2,"true","false",256,8,1.38288211503708e-10
"15127",2,1,2,2,"true","true",1024,2,2.66377166002735e-10
"15442",6,3,2,4,"true","false",1024,8,1.52941185243508e-10
"10825",5,5,16,2,"true","false",128,32,6.13943074181786e-09
"14077",5,5,1,4,"true","false",256,32,3.67323118386914e-10
"14982",20,5,8,2,"true","false",128,16,5.2516438958054e-10
"12450",5,5,1,2,"true","true",512,4,1.180929223999e-10
"116183",2,1,2,2,"true","true",1024,8,2.50807208898201e-10
"116184",2,1,2,2,"true","true",1024,8,2.50807208898201e-10
"16344",8,2,4,4,"true","true",512,256,1.66046000521334e-09
"58247",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"13173",8,2,8,2,"true","false",1024,256,1.36540672658763e-09
"2429",4,1,4,4,"true","true",512,4,3.04319992384667e-10
"162791",20,5,1,4,"true","true",128,2,1.48145545150799e-10
"15213",4,4,1,4,"true","false",512,8,1.25366521299284e-10
"13042",8,2,1,2,"true","false",512,64,4.61214049654265e-10
"8830",6,6,1,4,"true","true",512,8,1.18144018844621e-10
"16190",16,4,4,4,"true","true",512,64,3.80163524868975e-10
"57931",4,4,1,4,"true","true",512,2,1.23999015246297e-10
"15214",4,4,1,4,"true","false",512,8,1.25366521299284e-10
"42741",2,1,2,2,"true","true",512,4,2.65256360380244e-10
"15808",10,5,2,4,"true","true",128,8,2.18756596313817e-10
"15451",6,3,2,4,"true","false",1024,32,1.59839923698735e-10
"15769",15,5,4,2,"true","false",256,8,1.93394070171841e-10
"10853",8,2,2,2,"true","true",256,4,2.05760005667344e-10
"64183",5,5,1,2,"true","false",128,2,1.18427245214453e-10
"179302",5,5,1,2,"true","true",256,4,1.17379768662026e-10
"197892",8,2,4,2,"true","true",256,2,2.05341983808708e-10
"30345",2,2,1,2,"true","false",512,4,1.55269439447837e-10
"120721",9,3,4,2,"true","true",512,4,2.21249790164854e-10
"17822",15,5,4,4,"true","false",128,16,4.69947413166719e-10
"176392",8,2,2,2,"true","false",128,1,2.04811532627718e-10
"6820",24,6,2,2,"true","true",1024,256,8.61495271334308e-10
"11933",5,5,2,4,"true","true",512,128,1.56251176523972e-09
"21487",9,3,1,4,"true","false",128,4,2.01134829123216e-10
"14642",24,6,4,2,"true","true",1024,16,1.79492608936698e-10
"20566",3,3,4,4,"true","true",1024,256,3.2006144163861e-09
"164411",6,3,2,4,"true","false",1024,16,1.52554038682594e-10
"6841",15,5,1,4,"true","false",512,32,2.55375453504225e-10
"57932",4,4,1,4,"true","true",512,2,1.23999015246297e-10
"176393",8,2,2,2,"true","false",128,1,2.04811532627718e-10
"200291",6,3,2,2,"true","false",512,16,1.58400381014642e-10
"9567",4,1,2,4,"true","false",1024,128,6.55578286677927e-10
"45419",4,2,1,2,"true","false",256,2,1.79879678295205e-10
"51736",2,1,2,2,"true","true",128,2,2.69262520295719e-10
"15337",12,3,2,4,"true","true",512,8,1.78198489556502e-10
"12001",24,6,1,4,"true","true",64,1,1.42689184544634e-10
"203932",12,3,2,2,"true","true",64,1,1.73348646629763e-10
"163801",10,5,1,2,"true","true",32,16,1.3568869025562e-09
"70553",16,4,1,2,"true","true",128,1,1.57236511160692e-10
"213291",18,6,1,2,"true","false",256,8,1.65248551277817e-10
"16984",15,5,4,4,"true","false",128,32,8.39982352860345e-10
"129281",8,4,4,4,"true","false",32,16,2.46792024649744e-09
"15056",12,3,4,4,"true","true",256,4,1.74857777962429e-10
"196391",12,3,4,4,"true","false",256,4,1.75299019549582e-10
"6463",6,2,2,4,"true","true",128,32,1.12127280051043e-09
"3438",4,1,4,2,"true","true",512,2,3.12002142863128e-10
"21037",2,1,1,4,"true","false",1024,32,2.5254475930384e-10
"126472",12,4,4,4,"true","false",256,16,2.99707145106594e-10
"8219",16,4,4,2,"true","false",1024,16,1.97879949557279e-10
"176394",8,2,2,2,"true","false",128,1,2.04811532627718e-10
"5449",3,1,1,4,"true","true",256,64,1.43312907546366e-09
"22981",4,1,4,2,"true","false",256,2,3.03101967896442e-10
"20653",6,6,4,2,"true","true",512,256,5.69629999727361e-09
"203933",12,3,2,2,"true","true",64,1,1.73348646629763e-10
"20548",12,4,1,2,"true","true",512,64,4.49984879747795e-10
"1645",4,1,4,2,"true","true",64,1,3.0391174713387e-10
"3552",4,4,1,2,"true","false",128,32,7.34972431537709e-10
"18874",12,3,4,4,"true","false",128,4,1.76181389583705e-10
"214871",9,3,1,4,"true","false",128,4,2.01134829123216e-10
"9560",18,6,16,4,"true","true",256,64,2.43509955386668e-09
"7181",8,2,2,2,"true","false",512,4,2.08553688526151e-10
"10597",6,2,1,4,"true","true",128,32,9.92541347218704e-10
"15264",9,3,1,2,"true","false",64,2,2.02969195283367e-10
"22043",5,5,8,4,"true","true",512,128,4.12906254961935e-09
"5579",3,1,4,4,"true","true",512,32,5.37704406560431e-10
"14199",12,6,2,4,"true","false",512,32,2.26268305156584e-10
"22860",8,4,2,2,"true","false",1024,2,1.54276152031316e-10
"4751",2,2,8,2,"true","true",256,128,9.2643865212774e-09
"3585",3,1,2,4,"true","true",512,32,5.3994301426644e-10
"20360",10,5,4,4,"true","true",256,128,2.65116751643185e-09
"14232",5,5,1,4,"true","true",128,8,1.97795430247549e-10
"18424",8,2,1,2,"true","false",128,4,2.07674966530537e-10
"3580",3,3,1,4,"true","true",256,64,8.21027228218192e-10
"13158",9,3,2,2,"true","false",128,16,5.33608452799361e-10
"164412",6,3,2,4,"true","false",1024,16,1.52554038682594e-10
"14192",20,5,4,2,"true","true",512,32,2.13888336184871e-10
"147131",24,6,1,4,"true","false",256,8,1.44483256505832e-10
"12541",9,3,4,4,"true","true",1024,32,2.62927233328019e-10
"20235",12,3,2,2,"true","true",1024,16,2.1500458513093e-10
"21860",18,6,1,2,"true","false",512,16,1.70492716881805e-10
"19762",10,5,2,4,"true","true",128,2,1.42872931830165e-10
"45886",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"17637",2,1,2,2,"true","true",1024,4,2.52261514173031e-10
"88831",15,5,1,2,"true","false",128,4,1.74103823841959e-10
"16826",9,3,4,4,"true","true",64,4,3.28203454828047e-10
"45887",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"3907",2,2,1,2,"true","false",128,32,9.37511040162832e-10
"19030",24,6,4,4,"true","false",64,16,6.18970555168199e-10
"137522",6,6,1,2,"true","true",1024,2,1.16501321248061e-10
"17896",8,4,1,4,"true","true",512,32,2.35788944987477e-10
"22913",8,2,4,2,"true","true",512,16,2.13512758750521e-10
"164413",6,3,2,4,"true","false",1024,16,1.52554038682594e-10
"20517",12,3,4,4,"true","false",256,2,1.75531977704642e-10
"4489",4,2,1,2,"true","false",256,64,9.69402737119344e-10
"21820",15,5,4,2,"true","true",256,1,1.91950042972063e-10
"58248",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"179303",5,5,1,2,"true","true",256,4,1.17379768662026e-10
"3588",2,2,1,4,"true","false",256,32,4.94321788535176e-10
"9550",20,5,8,4,"true","true",128,32,9.69169349626275e-10
"4853",4,4,4,4,"true","true",256,32,1.33538735692589e-09
"4145",2,2,1,2,"true","true",512,2,1.55670767533719e-10
"39162",4,1,4,2,"true","false",64,1,3.01655269263187e-10
"17911",8,4,2,4,"true","true",128,4,1.56078536713531e-10
"17205",4,4,2,2,"true","false",1024,256,1.69999891905039e-09
"9645",10,5,2,4,"true","false",512,8,1.42766824709234e-10
"45888",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"77683",6,3,2,2,"true","false",128,4,1.5817793699039e-10
"9526",2,1,2,4,"true","true",1024,8,2.498764907697e-10
"57933",4,4,1,4,"true","true",512,2,1.23999015246297e-10
"21077",24,6,8,4,"true","false",32,16,1.72658088794146e-09
"46842",4,2,1,2,"true","false",256,8,1.81182095810127e-10
"4813",2,1,8,2,"true","false",512,16,6.86483425057645e-10
"22215",6,6,8,4,"true","false",128,8,1.0060849964075e-09
"10231",6,3,1,2,"true","true",128,2,1.5987637532151e-10
"3049",2,1,4,2,"true","false",128,8,7.20678223877788e-10
"3121",3,1,8,4,"true","false",128,8,7.90788466762163e-10
"30346",2,2,1,2,"true","false",512,4,1.55269439447837e-10
"63852",4,1,4,4,"true","false",128,1,3.00631855275054e-10
"9960",12,3,2,2,"true","true",512,32,2.40407223173445e-10
"12583",12,4,1,4,"true","false",512,2,1.84028769745764e-10
"45889",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"14996",15,5,4,4,"true","true",128,4,1.93464719810653e-10
"1515",2,1,1,2,"true","false",128,16,7.35850624014716e-10
"22301",24,6,1,2,"true","false",128,16,3.30533971217806e-10
"1356",4,4,16,2,"true","false",512,128,7.43092069176993e-09
"40001",4,2,2,2,"true","true",256,2,1.82495430741438e-10
"64184",5,5,1,2,"true","false",128,2,1.18427245214453e-10
"16041",6,6,1,4,"true","false",1024,4,1.18096841715479e-10
"8319",6,6,4,2,"true","true",512,16,4.04791246129652e-10
"197893",8,2,4,2,"true","true",256,2,2.05341983808708e-10
"21662",12,4,4,2,"true","false",512,16,2.10407414970212e-10
"18301",4,2,1,4,"true","true",1024,2,1.90348048990905e-10
"19491",24,6,4,4,"true","true",512,64,3.72572986503589e-10
"81252",16,4,4,2,"true","true",128,2,1.57132972686489e-10
"6823",6,6,1,4,"true","true",128,64,1.44456370943453e-09
"169746",12,3,1,4,"true","true",128,2,1.72925900783062e-10
"58249",2,2,1,2,"true","true",512,4,1.55607518446307e-10
"60831",4,2,1,2,"true","true",256,4,1.80536216891147e-10
"15121",9,3,1,4,"true","true",256,8,1.99785055478382e-10
"458810",2,2,1,2,"true","false",128,2,1.5624413559592e-10
"1823",2,1,8,4,"true","true",512,64,1.8049214374139e-09
"9180",10,5,2,4,"true","false",256,2,1.41321341327822e-10
"3205",2,1,8,4,"true","false",512,16,6.99444170023858e-10
"20236",24,6,4,4,"true","false",128,64,1.28469037126322e-09
"19078",12,6,8,4,"true","false",256,8,3.59976676429676e-10
"64185",5,5,1,2,"true","false",128,2,1.18427245214453e-10
"22982",4,1,4,2,"true","false",256,2,3.03101967896442e-10
"179304",5,5,1,2,"true","true",256,4,1.17379768662026e-10
"22756",20,5,2,2,"true","false",1024,256,7.95156351742134e-10
"187942",8,2,4,2,"true","false",256,2,2.05412034834989e-10
"1332",2,2,1,4,"true","false",128,4,1.60938879230319e-10
"210371",2,1,1,4,"true","false",1024,32,2.5254475930384e-10
"4207",4,1,1,2,"true","false",512,128,1.20738411154705e-09
"20183",20,5,4,2,"true","false",256,2,1.49367163061713e-10
"113471",10,5,1,2,"true","true",128,4,1.43724384012191e-10
"5202",4,1,4,2,"true","false",128,2,3.05147776916165e-10
"8212",18,6,2,4,"true","false",128,16,4.52893943275334e-10
"11286",8,2,1,4,"true","false",256,128,1.62440534379406e-09
"4113",1,1,1,4,"true","false",256,2,2.29091058639098e-10
"3935",1,1,1,2,"true","true",256,2,2.28575556869947e-10
"13836",6,6,1,4,"true","true",1024,256,8.92110112760423e-10
"16172",18,6,4,2,"true","true",1024,512,2.26514317125682e-09
"22861",5,5,1,4,"true","false",128,4,1.22895935866513e-10
"88301",6,6,1,4,"true","true",512,8,1.18144018844621e-10
"205871",18,6,4,4,"true","true",128,4,1.8432093278778e-10
"197863",24,6,2,4,"true","true",128,2,1.41639115932257e-10
"6476",8,2,2,2,"true","false",32,8,8.43176923742163e-10
"143362",6,3,2,4,"true","true",128,2,1.59310753058631e-10
"12035",20,5,4,4,"true","false",256,16,2.10852762448912e-10
"1723",4,1,4,2,"true","false",512,32,3.91761638804216e-10
"5847",4,4,1,2,"true","true",256,8,1.28367573488695e-10
"12687",6,3,2,2,"true","false",512,2,1.62118673872811e-10
"15813",6,3,1,2,"true","true",256,16,2.50037019647864e-10
"17489",16,4,4,4,"true","true",128,16,3.61129409132837e-10
"4816",2,1,4,2,"true","true",512,128,2.35661717268145e-09
"3362",3,3,1,2,"true","false",128,8,2.25828920933842e-10
"1424",1,1,1,4,"true","true",128,2,2.27662794075525e-10
"22151",2,2,1,2,"true","false",512,8,1.56732863494209e-10
"9042",8,4,16,2,"true","true",128,64,6.61164011695026e-09
"15790",6,6,8,2,"true","true",128,8,1.00081068871059e-09
"19644",6,6,8,2,"true","true",512,128,4.23039591557268e-09
"18446",15,5,1,4,"true","true",512,2,1.72808948603098e-10
"10806",8,2,1,4,"true","true",1024,256,9.12535339984893e-10
"14760",12,6,1,2,"true","true",128,64,1.44616212644502e-09
"15387",9,3,1,2,"true","true",1024,128,5.52175124949174e-10
"12569",10,5,2,4,"true","false",128,1,1.42279592117531e-10
"4105",3,3,8,4,"true","false",512,128,4.43131523880755e-09
"63853",4,1,4,4,"true","false",128,1,3.00631855275054e-10
"91801",10,5,2,4,"true","false",256,2,1.41321341327822e-10
"9746",4,2,2,4,"true","true",1024,32,1.7554765736145e-10
"126551",2,1,2,2,"true","false",1024,8,2.50111116142312e-10
"15638",12,3,2,4,"true","false",128,32,7.23123875486597e-10
"3437",3,3,4,2,"true","false",512,32,8.13885483479672e-10
"58271",4,4,1,4,"true","true",128,2,1.2616196070333e-10
"92624",10,5,2,4,"true","true",512,4,1.40742193789431e-10
"161922",9,3,4,2,"true","true",256,8,2.23786994406016e-10
"19222",6,3,2,4,"true","true",128,32,8.18033593920207e-10
"179305",5,5,1,2,"true","true",256,4,1.17379768662026e-10
"190751",24,6,4,2,"true","false",512,64,3.76684127266819e-10
"172742",24,6,4,2,"true","false",256,4,1.43064682433489e-10
"11051",2,1,8,4,"true","true",1024,256,3.51632279000607e-09
"8116",15,5,4,2,"true","true",512,2,1.93553359064149e-10
"12630",12,6,2,2,"true","true",128,4,1.36248697593805e-10
"203622",5,5,1,2,"true","true",256,1,1.18611767942795e-10
"9515",8,2,4,4,"true","false",1024,16,2.52438958856073e-10
"7586",8,2,8,4,"true","true",128,32,1.25245170827225e-09
"199242",12,3,4,2,"true","false",64,1,1.73350952378822e-10
"21445",5,5,8,2,"true","true",512,64,2.04930219127681e-09
"13052",4,2,1,2,"true","true",128,2,1.80832688533745e-10
"46201",4,4,1,4,"true","false",128,4,1.26761029509907e-10
"16920",9,3,4,2,"true","true",128,4,2.24677870923197e-10
"30347",2,2,1,2,"true","false",512,4,1.55269439447837e-10
"172743",24,6,4,2,"true","false",256,4,1.43064682433489e-10
"16872",12,6,1,2,"true","true",128,8,2.13351125354791e-10
"19601",2,1,8,4,"true","true",512,32,1.0451377647534e-09
"16034",8,4,4,4,"true","true",1024,256,1.56970425782005e-09
"13744",6,2,8,2,"true","true",128,8,5.53238660040255e-10
"19494",6,6,1,2,"true","false",1024,8,1.17642516833282e-10
