"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
12,4,1,4,"true","true",128,8,2.68224575430148e-10
18,6,1,4,"true","false",128,128,3.01278297593651e-09
5,5,4,2,"true","false",512,64,1.34965491099598e-09
4,1,2,4,"true","false",128,8,3.91344425701417e-10
12,6,2,2,"true","true",32,4,3.66958949566733e-10
4,2,16,4,"true","false",32,32,1.49966111637204e-08
4,1,16,2,"true","true",1024,512,5.60321252773005e-09
8,2,8,4,"true","false",512,8,3.12726273930611e-10
6,3,2,2,"true","false",1024,4,1.55223060439288e-10
8,4,8,2,"true","false",512,1,4.20814522915174e-10
12,3,16,4,"true","true",512,8,4.85890137212714e-10
10,5,16,2,"true","false",256,64,3.42856550043568e-09
4,4,1,2,"true","true",512,1,1.31170808386878e-10
10,5,16,4,"true","true",128,8,9.67767412037779e-10
3,1,16,2,"true","true",1024,512,7.39120840580141e-09
24,6,2,2,"true","false",32,8,6.05743859562797e-10
12,6,8,4,"true","true",64,16,1.80634916816748e-09
3,1,2,2,"true","false",1024,64,5.44145100300817e-10
3,3,2,2,"true","false",256,8,2.87359109161665e-10
4,4,16,2,"true","false",512,16,1.46611001468533e-09
6,2,2,4,"true","false",1024,256,1.21299459465683e-09
2,2,2,4,"true","false",256,128,3.70052564212153e-09
6,2,1,2,"true","true",256,16,3.33469815594934e-10
9,3,2,4,"true","false",512,4,2.27384410633353e-10
3,1,2,2,"true","true",32,2,5.87780737285182e-10
9,3,16,2,"true","true",1024,512,5.91180905140291e-09
6,6,2,2,"true","true",256,16,3.96910743067579e-10
15,5,1,4,"true","true",1024,16,2.08555812777116e-10
20,5,2,4,"true","true",64,4,2.07385227709137e-10
10,5,4,4,"true","true",128,64,2.52727263022891e-09
6,3,8,4,"true","false",512,256,4.45137964417669e-09
6,3,4,2,"true","true",1024,512,3.4630501420084e-09
12,4,4,4,"true","true",128,16,4.93141918821532e-10
6,6,2,4,"true","true",128,1,2.48628357814172e-10
9,3,16,2,"true","true",128,1,5.26401971629701e-10
