"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","run"
24,6,1,2,"true","false",256,32,3.44823247510937e-10,11
24,6,4,4,"true","true",256,4,1.45097021726241e-10,11
24,6,4,4,"true","false",256,4,1.4616494787241e-10,11
4,1,16,2,"true","false",64,8,1.6187098288871e-09,11
2,1,1,2,"true","false",512,1,2.82969133836854e-10,11
12,4,4,2,"true","false",64,32,1.72395103851807e-09,11
6,3,16,2,"true","false",32,2,1.1582994110289e-09,11
3,3,8,2,"true","false",1024,64,1.33576393054497e-09,11
4,1,4,2,"true","true",1024,256,1.21602004277264e-09,11
9,3,16,4,"true","false",32,1,6.18404237613511e-10,11
3,3,2,2,"true","true",1024,512,3.75735734419388e-09,11
8,4,4,4,"true","true",64,64,5.33896076742137e-09,11
8,2,2,2,"true","true",512,32,2.7638740974322e-10,11
6,6,8,4,"true","true",128,128,1.59159156765206e-08,11
1,1,4,4,"true","false",1024,2,7.72995364653933e-10,11
3,3,2,2,"true","false",256,64,1.62472068842318e-09,11
8,2,2,2,"true","true",64,32,1.62856236108255e-09,11
4,2,4,4,"true","false",512,1,3.54013758960755e-10,11
6,2,8,4,"true","true",512,1,3.98502177371932e-10,11
8,4,16,4,"true","true",32,4,1.76278665147281e-09,11
6,6,8,4,"true","false",512,16,8.16383519160134e-10,11
12,3,16,4,"true","false",64,8,1.05572924971376e-09,11
2,1,2,2,"true","true",32,2,5.08935646881041e-10,11
10,5,1,2,"true","true",1024,32,1.57474701680509e-10,11
4,1,1,4,"true","true",128,64,2.32382838301978e-09,11
2,1,4,4,"true","true",1024,8,4.35405866147308e-10,11
4,2,2,4,"true","true",128,2,1.87689418833103e-10,11
6,3,4,4,"true","false",64,8,7.5504785374769e-10,11
15,5,4,4,"true","false",1024,4,2.36051286581523e-10,11
6,3,16,4,"true","true",128,4,6.75026338587967e-10,11
4,4,16,2,"true","false",64,8,3.27918576454626e-09,11
4,1,2,2,"true","false",32,16,2.33466231247808e-09,11
3,3,4,2,"true","false",1024,8,6.30847441098771e-10,11
8,4,4,4,"true","true",512,32,4.07202669849522e-10,11
3,1,1,4,"true","true",1024,8,3.23311385955978e-10,11
8,4,16,2,"true","true",256,64,3.42419584488116e-09,11
24,6,8,2,"true","true",256,64,1.04223300788651e-09,11
6,2,8,4,"true","true",1024,16,4.62749540954803e-10,11
3,3,2,2,"true","false",256,2,2.87952690602579e-10,11
2,1,8,2,"true","false",32,2,1.1595791533398e-09,11
12,6,8,2,"true","false",128,4,3.48041731627919e-10,11
15,5,2,4,"true","false",512,128,9.53723460331635e-10,11
16,4,1,2,"true","true",1024,1024,3.49404829115011e-09,11
20,5,1,2,"true","false",1024,64,2.45158627033587e-10,11
12,6,16,4,"true","true",256,64,3.59510673161133e-09,11
12,4,8,4,"true","false",256,2,3.02610778972709e-10,11
24,6,2,2,"true","false",256,8,1.45587835553042e-10,11
3,1,1,2,"true","false",64,16,1.43595321839738e-09,11
4,2,2,2,"true","true",1024,4,1.764771890651e-10,11
24,6,16,2,"true","true",256,32,9.7223943686025e-10,11
18,6,2,2,"true","true",32,1,2.26536786949481e-10,11
6,2,1,2,"true","false",64,4,3.40852800834013e-10,11
6,6,4,4,"true","true",512,512,1.15799558277086e-08,11
9,3,2,4,"true","false",128,8,3.27667968254085e-10,11
4,1,4,4,"true","false",512,16,3.13829379486364e-10,11
4,2,2,2,"true","false",256,2,1.83141440280252e-10,11
4,2,4,2,"true","false",256,4,3.36031701897201e-10,11
15,5,8,4,"true","true",512,8,3.06708439024875e-10,11
12,3,4,2,"true","true",64,64,2.79369321863204e-09,11
9,3,8,4,"true","false",128,32,1.41999701731673e-09,11
4,1,16,4,"true","false",128,64,5.42382229692373e-09,11
18,6,2,2,"true","true",512,16,1.94030981079533e-10,11
6,3,16,2,"true","true",512,64,1.91531645284429e-09,11
15,5,16,2,"true","false",128,64,4.39855211734226e-09,11
3,3,8,2,"true","false",64,8,2.12905724416655e-09,11
4,1,2,4,"true","false",512,4,3.03687041356104e-10,11
6,2,2,2,"true","false",256,1,2.61395172525974e-10,11
4,1,1,4,"true","false",1024,64,3.95916995579295e-10,11
4,4,2,2,"true","true",1024,1,2.72021429084772e-10,11
4,1,8,2,"true","true",64,4,6.00705075963888e-10,11
5,5,2,2,"true","false",256,2,2.61289198902842e-10,11
18,6,4,4,"true","true",512,4,1.86947260450383e-10,11
24,6,8,2,"true","true",512,8,2.4568753460352e-10,11
3,3,2,2,"true","true",128,8,4.61340842645154e-10,11
10,5,2,2,"true","true",1024,256,9.02115233370005e-10,11
3,1,4,4,"true","false",128,64,3.0619341401958e-09,11
6,6,2,4,"true","false",1024,2,2.94242104179357e-10,11
16,4,8,4,"true","false",128,32,1.00637284726195e-09,11
8,2,8,4,"true","true",128,16,6.91463528669748e-10,11
12,4,8,2,"true","false",512,64,7.66037637168297e-10,11
18,6,16,4,"true","false",64,64,8.9983310768719e-09,11
4,4,4,2,"true","true",128,8,7.38816262274805e-10,11
15,5,1,4,"true","false",1024,4,2.06124793383068e-10,11
12,4,8,4,"true","false",128,32,1.31205150252105e-09,11
24,6,4,2,"true","false",1024,128,4.08743325926595e-10,11
9,3,4,2,"true","true",512,256,1.96257270005597e-09,12
4,4,8,4,"true","false",32,16,7.28223215972159e-09,12
12,3,16,2,"true","false",64,4,6.81285843074516e-10,12
4,4,4,4,"true","false",1024,128,1.48484785710186e-09,12
12,4,2,4,"true","false",512,512,3.79328508001315e-09,12
6,3,2,2,"true","true",1024,2,1.63950872741758e-10,12
16,4,8,4,"true","true",256,16,3.36119942549004e-10,12
2,2,2,2,"true","true",256,2,3.3395248095917e-10,12
2,1,8,2,"true","true",512,64,1.80953526268186e-09,12
20,5,1,2,"true","true",64,64,2.70581753275349e-09,12
15,5,4,4,"true","true",1024,64,3.41390598962407e-10,12
18,6,2,4,"true","true",128,32,8.31685120919099e-10,12
2,2,16,4,"true","false",256,2,1.39437926185024e-09,12
12,4,4,2,"true","false",128,2,2.07705153298134e-10,12
6,2,4,2,"true","false",64,64,4.28319549157165e-09,12
3,3,2,4,"true","false",64,16,1.61058317260874e-09,12
5,5,2,2,"true","true",64,64,6.20854959165233e-09,12
3,3,2,4,"true","false",512,1,2.93920768460076e-10,12
3,1,1,4,"true","true",512,16,3.36152411920059e-10,12
4,2,8,4,"true","false",256,256,9.31897587954283e-09,12
8,2,1,2,"true","false",1024,4,2.54972339508473e-10,12
18,6,8,2,"true","false",512,2,3.72802896876784e-10,12
15,5,8,4,"true","true",64,2,2.85790079119484e-10,12
4,2,4,2,"true","false",32,16,3.16977136906788e-09,12
6,3,2,4,"true","true",512,8,1.58063743821687e-10,12
6,2,8,4,"true","false",1024,16,4.61239568050576e-10,12
24,6,4,4,"true","false",512,4,1.55596532733312e-10,12
5,5,1,4,"true","false",64,32,1.41090999722285e-09,12
6,6,2,4,"true","false",32,32,5.31700006112047e-09,12
6,2,16,4,"true","true",32,8,2.70962983266209e-09,12
6,3,4,4,"true","true",256,8,2.8581620801303e-10,12
2,2,4,4,"true","false",512,8,6.01934925001154e-10,12
4,1,2,2,"true","false",128,2,3.05545912634261e-10,12
5,5,1,4,"true","false",256,64,7.42103043289268e-10,12
4,4,1,2,"true","false",512,32,2.22919427053363e-10,12
8,4,8,4,"true","true",512,128,2.11839309225681e-09,12
3,3,8,4,"true","false",512,16,7.23191026018592e-10,12
2,1,1,4,"true","false",512,2,2.69885058676995e-10,12
4,1,1,2,"true","true",64,16,1.20964978057289e-09,12
16,4,16,2,"true","true",256,2,5.10296324598166e-10,12
5,5,2,4,"true","false",1024,16,2.95465582298952e-10,12
3,3,4,2,"true","false",256,8,5.05648506833464e-10,12
2,1,4,4,"true","true",128,128,8.96612011071085e-09,12
3,3,1,2,"true","false",128,8,2.25828920933842e-10,12
12,6,16,2,"true","false",64,32,6.23466760097591e-09,12
2,2,4,2,"true","false",128,8,9.53102420322008e-10,12
5,5,16,2,"true","false",64,64,2.75039002589826e-08,12
6,2,1,4,"true","false",1024,256,1.03475492148165e-09,12
4,4,2,2,"true","true",256,32,7.81130845340066e-10,12
3,1,8,2,"true","true",512,1,5.66148543594418e-10,12
8,2,2,2,"true","true",512,256,1.66934631509031e-09,12
6,6,8,2,"true","true",32,4,1.83038847908594e-09,12
8,4,8,4,"true","true",256,8,3.77535180266352e-10,12
3,1,1,2,"true","true",512,128,1.43468756449303e-09,12
2,1,8,4,"true","false",64,1,8.07995448493413e-10,12
18,6,2,2,"true","true",64,4,2.73966772583699e-10,12
6,2,8,2,"true","true",1024,256,1.79122521314628e-09,12
9,3,8,2,"true","false",64,1,3.36988255590095e-10,12
8,2,4,2,"true","false",32,8,8.45587371525612e-10,12
3,3,16,4,"true","true",256,16,1.96767793674759e-09,12
12,6,16,2,"true","false",256,1,8.21920201028967e-10,12
5,5,2,2,"true","false",64,2,2.68306275060167e-10,12
2,1,16,4,"true","false",32,32,2.09830081142852e-08,12
2,1,1,4,"true","true",512,32,4.16032600935792e-10,12
8,2,4,4,"true","true",512,128,8.50312574152608e-10,12
12,4,2,4,"true","false",128,128,3.53107931630848e-09,12
24,6,8,4,"true","true",512,512,5.64460355660011e-09,12
12,4,2,4,"true","false",512,16,2.12296642990028e-10,12
2,1,1,2,"true","true",1024,128,7.48014974423084e-10,12
2,2,16,4,"true","true",64,16,7.7675443347007e-09,12
5,5,8,4,"true","false",128,64,7.6576200912945e-09,12
9,3,2,4,"true","true",1024,1024,4.70820918841239e-09,12
5,5,8,4,"true","false",512,32,1.07079890516192e-09,12
16,4,1,2,"true","true",1024,1024,3.49404829115011e-09,12
4,2,16,4,"true","false",256,256,1.54250944764659e-08,12
4,4,8,4,"true","false",128,16,1.95889018190938e-09,12
9,3,1,4,"true","false",32,4,4.86488714971592e-10,12
4,1,8,4,"true","false",512,16,4.57635419413432e-10,12
16,4,16,2,"true","false",128,16,9.30498641337686e-10,12
6,3,8,4,"true","false",512,4,4.14959143268492e-10,12
5,5,4,4,"true","true",512,64,1.35525089471819e-09,12
5,5,1,2,"true","true",256,16,2.03224868629388e-10,12
3,3,16,2,"true","false",512,4,1.88470709873314e-09,12
4,2,4,4,"true","false",256,2,3.37181771979352e-10,12
18,6,1,2,"true","false",512,16,1.70492716881805e-10,12
6,3,4,2,"true","false",1024,4,3.18866644400685e-10,12
10,5,2,2,"true","true",64,1,1.50001031753544e-10,12
3,3,4,2,"true","true",1024,256,3.19018602968289e-09,12
18,6,4,4,"true","false",256,64,8.9065569265941e-10,12
12,6,2,2,"true","false",1024,256,9.68799865473289e-10,12
9,3,16,4,"true","true",512,256,5.0859438800343e-09,13
6,6,8,2,"true","true",256,16,1.02118358517963e-09,13
4,4,8,2,"true","false",64,64,1.62374868273508e-08,13
9,3,1,2,"true","false",512,256,1.71897106947408e-09,13
24,6,2,2,"true","false",512,128,7.14678988626185e-10,13
15,5,8,4,"true","false",256,4,2.94580854259498e-10,13
24,6,2,2,"true","true",32,4,3.33244526919038e-10,13
8,2,16,2,"true","true",512,512,8.08675037135061e-09,13
6,3,1,2,"true","true",256,8,1.59800861507301e-10,13
12,3,16,2,"true","false",512,32,7.30151102096616e-10,13
6,6,4,2,"true","true",1024,128,1.52701396871929e-09,13
2,1,16,4,"true","false",256,2,1.1473047991941e-09,13
6,2,8,4,"true","false",64,16,1.65713845139778e-09,13
6,3,1,4,"true","true",256,1,1.65174680345972e-10,13
3,1,8,4,"true","true",128,64,4.43248384950714e-09,13
24,6,8,4,"true","true",64,32,1.90644894543187e-09,13
4,4,8,2,"true","false",1024,1024,2.18050263124936e-08,13
4,2,16,4,"true","true",32,1,1.00206520501311e-09,13
6,6,4,4,"true","true",1024,512,6.74766888041097e-09,13
8,2,1,4,"true","true",256,8,2.13922449221814e-10,13
4,1,1,4,"true","true",64,64,4.53323253299321e-09,13
20,5,4,4,"true","true",64,2,1.54244004233863e-10,13
16,4,8,4,"true","true",1024,64,3.94178908525116e-10,13
3,3,16,4,"true","true",64,64,2.78169983989457e-08,13
4,1,4,2,"true","false",256,8,3.10651886458004e-10,13
6,3,2,4,"true","false",256,1,1.64793143869935e-10,13
18,6,8,4,"true","true",256,8,2.89360882815756e-10,13
2,1,2,4,"true","true",256,4,2.70724562241366e-10,13
20,5,1,2,"true","false",64,4,2.09757358044614e-10,13
2,1,1,4,"true","false",64,2,2.84183850971407e-10,13
9,3,4,2,"true","false",1024,128,6.28974984830428e-10,13
20,5,8,2,"true","true",1024,1024,5.63208572356511e-09,13
12,6,2,2,"true","true",1024,8,1.56324895443945e-10,13
6,6,4,4,"true","false",64,64,1.04674745628794e-08,13
10,5,4,2,"true","false",128,8,3.73533182429393e-10,13
10,5,16,2,"true","false",512,256,8.29999044731907e-09,13
2,2,2,2,"true","false",64,32,3.72417189913385e-09,13
12,3,8,4,"true","false",256,2,2.60018339829e-10,13
4,4,8,4,"true","true",256,256,1.65545586870681e-08,13
12,6,16,4,"true","false",32,2,1.05817616991671e-09,13
9,3,16,4,"true","false",128,128,9.2711995693391e-09,13
2,1,8,4,"true","false",512,16,6.99444170023858e-10,13
18,6,8,2,"true","true",512,2,2.8956191751177e-10,13
16,4,1,2,"true","true",128,32,6.6213621110644e-10,13
9,3,16,4,"true","true",128,2,5.37603222758762e-10,13
1,1,8,2,"true","true",256,128,1.30650108495336e-08,13
15,5,4,4,"true","false",1024,64,3.38040461193852e-10,13
18,6,16,2,"true","true",64,4,7.46337167756692e-10,13
12,4,8,2,"true","false",64,16,1.32223080872318e-09,13
15,5,16,2,"true","true",64,16,2.11079819100104e-09,13
24,6,2,2,"true","true",128,64,1.28657709022196e-09,13
8,4,8,2,"true","false",512,4,3.960760505913e-10,13
2,2,8,4,"true","false",128,8,1.39065612878538e-09,13
3,1,1,2,"true","false",512,2,3.23412613939038e-10,13
4,4,2,4,"true","true",128,1,2.86220510393937e-10,13
20,5,8,2,"true","true",1024,2,3.17051913173715e-10,13
16,4,1,2,"true","false",1024,512,1.63879492175911e-09,13
20,5,2,4,"true","true",1024,32,1.90493715094625e-10,13
3,1,8,4,"true","true",1024,512,4.61310055201766e-09,13
5,5,4,4,"true","true",1024,8,5.33055495891739e-10,13
4,4,8,4,"true","true",128,16,1.96145117545057e-09,13
16,4,4,2,"true","true",128,64,1.29719682192891e-09,13
2,2,4,2,"true","false",64,2,6.09052399287031e-10,13
2,2,8,2,"true","false",128,2,8.77478356305098e-10,13
8,4,16,2,"true","false",512,4,9.03886838495884e-10,13
20,5,2,4,"true","true",1024,256,8.02551333100496e-10,13
4,1,16,2,"true","true",512,2,7.61465433674658e-10,13
15,5,4,4,"true","false",512,32,2.93003674174307e-10,13
20,5,2,4,"true","true",64,32,1.24873345221328e-09,13
8,4,2,4,"true","true",128,16,4.01386017808511e-10,13
15,5,1,2,"true","true",512,8,1.77696102286206e-10,13
24,6,16,4,"true","false",32,8,1.56667270102025e-09,13
3,1,16,2,"true","true",64,32,7.21591637519425e-09,13
4,4,1,2,"true","false",1024,2,1.31264736915476e-10,13
4,1,1,2,"true","false",64,4,3.96390425371845e-10,13
8,4,2,2,"true","true",128,8,2.31110429019719e-10,13
2,2,16,2,"true","true",32,4,4.10856752665053e-09,13
16,4,8,2,"true","false",512,512,4.45206401382132e-09,13
8,4,4,2,"true","false",32,4,6.97292449093965e-10,13
5,5,4,2,"true","true",256,64,2.52057489986534e-09,13
4,4,1,4,"true","true",32,8,7.37878511313816e-10,13
3,3,4,2,"true","true",1024,64,9.03282758774931e-10,13
4,2,16,2,"true","false",32,2,1.33419880615724e-09,13
8,2,1,4,"true","true",512,8,2.0909837580654e-10,13
10,5,2,2,"true","false",512,32,2.24912171005582e-10,13
6,6,1,2,"true","false",256,32,3.73602364387663e-10,13
6,6,1,4,"true","false",1024,128,4.28711618836344e-10,13
10,5,1,2,"true","false",1024,64,2.55907105924504e-10,13
6,2,2,2,"true","true",1024,8,3.14221681231708e-10,13
6,6,4,2,"true","false",512,16,4.0572480006186e-10,13
5,5,1,2,"true","true",1024,4,1.22095092329485e-10,14
16,4,8,2,"true","true",512,1,2.8391078012188e-10,14
10,5,1,4,"true","true",32,2,2.41174875675928e-10,14
3,1,1,4,"true","false",128,1,3.33762779686644e-10,14
2,2,8,2,"true","true",512,4,8.47651483544166e-10,14
12,3,8,4,"true","false",256,1,2.70186968855102e-10,14
3,3,4,4,"true","false",256,32,1.4502282046832e-09,14
2,2,1,2,"true","false",1024,2,1.63461368732361e-10,14
9,3,2,2,"true","false",256,256,3.76959790826969e-09,14
10,5,8,2,"true","false",512,16,3.84492258532888e-10,14
8,2,1,2,"true","false",1024,8,2.48316957827984e-10,14
12,3,4,4,"true","true",512,128,7.65551218559997e-10,14
12,6,4,4,"true","true",256,16,3.66751476955348e-10,14
3,3,1,2,"true","false",64,1,1.62781116405983e-10,14
6,2,4,2,"true","false",64,4,3.8542564313316e-10,14
12,6,8,2,"true","true",256,2,3.48052912405927e-10,14
2,2,4,2,"true","true",32,2,1.04090471009311e-09,14
2,2,1,4,"true","true",512,8,1.59672623085942e-10,14
12,4,1,2,"true","false",64,64,3.10173823289352e-09,14
8,4,4,4,"true","false",32,1,3.14529808159871e-10,14
4,4,2,2,"true","false",1024,2,2.57946204210171e-10,14
6,2,4,4,"true","true",512,32,3.81798439659828e-10,14
6,3,8,4,"true","true",128,64,4.05280842860926e-09,14
3,1,2,2,"true","false",64,16,1.61053631299777e-09,14
2,2,4,2,"true","false",1024,1,7.73248254916041e-10,14
9,3,1,4,"true","true",256,8,1.99785055478382e-10,14
9,3,2,2,"true","false",1024,4,2.75969893713191e-10,14
9,3,4,4,"true","true",1024,1024,4.69357481086311e-09,14
6,6,4,4,"true","true",128,64,4.99661775595527e-09,14
4,1,1,2,"true","false",1024,128,6.56827700352347e-10,14
4,2,8,4,"true","false",256,16,7.51653720882067e-10,14
3,1,2,2,"true","false",512,256,3.0659440074019e-09,14
12,4,2,2,"true","true",1024,256,1.0714690073206e-09,14
8,4,2,2,"true","false",256,8,1.49593036762781e-10,14
5,5,1,2,"true","true",512,16,1.25137945842182e-10,14
12,4,16,2,"true","true",256,128,4.70751424843392e-09,14
9,3,2,2,"true","false",128,8,3.2282619547652e-10,14
16,4,4,2,"true","false",1024,32,2.05838263489348e-10,14
6,6,16,4,"true","false",128,2,1.36674593972604e-09,14
18,6,4,4,"true","true",1024,1024,5.00506623259085e-09,14
8,4,4,2,"true","false",512,64,7.14014396451167e-10,14
5,5,8,2,"true","false",512,1,6.90783133566186e-10,14
18,6,4,2,"true","true",1024,1024,4.98702881605499e-09,14
4,2,8,4,"true","true",256,16,7.56229496127352e-10,14
8,2,1,2,"true","true",128,2,2.08006845437947e-10,14
16,4,8,4,"true","true",64,1,2.31041686969648e-10,14
4,4,4,4,"true","true",32,1,5.821037892923e-10,14
2,2,16,2,"true","false",64,16,7.74885356851718e-09,14
4,4,1,4,"true","false",256,4,1.28845887884033e-10,14
3,3,1,4,"true","false",128,2,1.36120252443834e-10,14
3,3,4,4,"true","true",256,256,1.13068550272839e-08,14
6,6,16,2,"true","true",32,16,1.10548971746993e-08,14
3,1,16,4,"true","true",256,2,8.75545703634502e-10,14
3,1,2,2,"true","false",64,64,6.03669888591868e-09,14
2,1,16,4,"true","false",128,64,1.06538062272111e-08,14
2,1,1,4,"true","true",128,64,2.68026621015306e-09,14
10,5,2,4,"true","false",256,128,1.52449639456268e-09,14
15,5,16,4,"true","false",64,32,4.15389624291545e-09,14
2,1,8,4,"true","true",32,8,3.42216916668843e-09,14
20,5,2,2,"true","true",128,4,1.51778351192108e-10,14
5,5,8,2,"true","false",128,32,3.60569080697187e-09,14
3,1,16,2,"true","true",64,2,8.94346673689786e-10,14
2,2,2,2,"true","false",256,256,7.39410399629292e-09,14
12,3,8,4,"true","true",64,1,2.52724062906945e-10,14
15,5,4,4,"true","true",64,64,3.60425946993491e-09,14
1,1,16,2,"true","true",1024,1024,4.43536724452419e-08,14
9,3,8,2,"true","false",1024,1024,7.13289703317451e-09,14
12,3,4,4,"true","false",128,64,1.38903521983003e-09,14
18,6,8,2,"true","false",256,8,2.91422886491634e-10,14
20,5,8,4,"true","true",32,2,3.48954299791174e-10,14
8,2,4,2,"true","true",64,32,1.63114078293444e-09,14
3,1,2,2,"true","true",128,16,8.92325666321254e-10,14
24,6,4,4,"true","true",128,64,1.28077635424408e-09,14
18,6,16,4,"true","true",64,8,1.15142397743235e-09,14
5,5,2,4,"true","true",512,4,2.52126216347878e-10,14
1,1,4,4,"true","false",1024,32,7.54465394099426e-10,14
2,1,4,2,"true","true",256,1,4.81528195478434e-10,14
12,4,4,2,"true","false",64,4,3.01490261089085e-10,14
6,3,1,4,"true","true",128,4,1.59959932190436e-10,14
4,1,1,4,"true","false",256,32,6.58612100624048e-10,14
12,3,16,2,"true","true",512,32,6.58843153675246e-10,14
8,2,1,2,"true","true",1024,2,2.70261653120837e-10,14
16,4,16,2,"true","true",256,64,1.7854980786864e-09,14
20,5,1,4,"true","true",128,16,3.42684865754289e-10,14
6,6,16,4,"true","true",256,4,1.41044834187797e-09,14
3,3,8,2,"true","false",1024,256,4.83512196004506e-09,14
3,1,8,4,"true","true",128,32,2.32996314551878e-09,14
2,1,4,4,"true","false",64,2,4.97168694807609e-10,14
8,4,1,4,"true","false",256,4,1.49039576678627e-10,14
2,2,2,2,"true","true",256,8,3.38435135750338e-10,14
12,3,8,4,"true","true",512,32,3.7161541562437e-10,15
12,3,4,4,"true","true",1024,4,2.18533264554219e-10,15
5,5,4,4,"true","true",512,1,4.36571151535119e-10,15
2,2,1,2,"true","false",256,64,9.47878206826004e-10,15
18,6,4,4,"true","false",1024,1,2.33753373752473e-10,15
8,4,4,2,"true","true",128,8,3.9787198226001e-10,15
6,6,1,4,"true","true",512,1,1.21269798663001e-10,15
4,4,16,4,"true","false",32,2,2.0146589094823e-09,15
3,1,8,2,"true","true",1024,8,6.49647670031724e-10,15
12,3,2,2,"true","false",256,256,2.83149084962549e-09,15
4,1,2,2,"true","true",128,4,3.09860754443336e-10,15
6,2,4,4,"true","true",32,1,3.06157996144779e-10,15
2,2,8,2,"true","false",128,2,8.77478356305098e-10,15
4,4,16,2,"true","true",256,1,1.77832813188268e-09,15
24,6,4,2,"true","true",256,16,2.03465170466717e-10,15
6,6,4,4,"true","true",1024,4,5.11912518747256e-10,15
2,1,16,4,"true","false",512,64,2.89411513302826e-09,15
9,3,1,2,"true","true",512,2,2.01881347297341e-10,15
2,1,2,2,"true","false",1024,4,2.5272087535188e-10,15
8,4,2,2,"true","true",64,64,3.09961550400539e-09,15
4,2,16,2,"true","true",1024,2,9.83891639862984e-10,15
15,5,4,2,"true","true",256,256,3.60688542392958e-09,15
20,5,1,4,"true","true",32,4,3.4324002368832e-10,15
9,3,1,4,"true","true",64,64,3.26002843629496e-09,15
5,5,1,4,"true","false",32,1,2.07922324401596e-10,15
6,3,8,4,"true","true",256,1,4.07761581367871e-10,15
10,5,2,4,"true","false",64,2,1.45333990237963e-10,15
3,1,2,2,"true","false",128,2,3.71320841530687e-10,15
6,6,16,2,"true","false",256,256,3.40335522443262e-08,15
2,2,4,4,"true","false",256,4,6.11867493210983e-10,15
2,1,4,4,"true","false",512,8,4.64267747913812e-10,15
8,4,8,4,"true","false",64,2,3.89750396618612e-10,15
8,4,4,2,"true","false",256,2,2.58489163184413e-10,15
1,1,8,2,"true","true",512,8,1.25456708712271e-09,15
4,1,4,2,"true","true",1024,256,1.21602004277264e-09,15
15,5,16,4,"true","false",128,128,9.08805650179276e-09,15
6,3,16,4,"true","false",256,8,7.18406474620258e-10,15
4,2,16,2,"true","true",32,32,1.49804952865448e-08,15
3,3,2,4,"true","false",256,4,2.9545696449353e-10,15
2,2,16,4,"true","true",32,32,3.00446023696006e-08,15
2,2,2,2,"true","true",64,4,5.48111361099084e-10,15
8,2,16,2,"true","true",512,64,1.16445352845475e-09,15
8,4,2,4,"true","false",512,16,1.49699668517008e-10,15
1,1,2,2,"true","true",1024,4,4.52127190468374e-10,15
1,1,2,2,"true","true",64,2,5.21406120161402e-10,15
2,1,4,2,"true","true",256,32,1.25589499309001e-09,15
2,2,16,4,"true","false",256,1,1.39600330626115e-09,15
2,2,8,4,"true","false",32,32,1.8319953450648e-08,15
2,2,16,2,"true","false",128,32,7.69216334240745e-09,15
24,6,4,4,"true","true",32,2,2.1826676447115e-10,15
16,4,16,4,"true","true",512,512,8.66285671016496e-09,15
4,1,1,2,"true","false",256,16,3.92556254411348e-10,15
12,4,8,2,"true","false",1024,256,1.61064076618047e-09,15
6,6,2,4,"true","false",128,4,2.54899029107184e-10,15
8,4,16,2,"true","true",32,2,1.12806087812626e-09,15
9,3,4,4,"true","false",512,256,1.95565489689756e-09,15
12,3,2,2,"true","false",32,8,7.23189070594571e-10,15
10,5,16,2,"true","false",512,64,1.93095058430029e-09,15
3,3,1,4,"true","false",256,32,4.21526389448615e-10,15
12,4,16,2,"true","true",512,2,6.9017948744156e-10,15
8,2,4,4,"true","false",128,8,2.7547156234401e-10,15
12,6,8,2,"true","false",256,8,3.62529076422413e-10,15
15,5,1,4,"true","true",512,512,3.24000382104272e-09,15
12,6,2,2,"true","false",1024,1024,4.26198150703559e-09,15
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,15
4,1,1,2,"true","false",64,32,2.34036863825981e-09,15
24,6,8,4,"true","true",512,8,3.03017176989717e-10,15
6,2,2,2,"true","true",32,8,1.13208418182125e-09,15
2,2,16,2,"true","false",64,8,4.02973455217435e-09,15
6,2,1,4,"true","true",128,2,2.31041829741496e-10,15
24,6,2,4,"true","true",1024,2,1.93612224450425e-10,15
1,1,4,2,"true","false",1024,4,7.64480679701845e-10,15
6,3,8,4,"true","false",32,16,3.99311454774063e-09,15
4,2,16,2,"true","false",64,32,7.67514577760764e-09,15
6,2,1,2,"true","false",64,4,3.40852800834013e-10,15
4,1,4,4,"true","true",1024,1,3.40938647344457e-10,15
24,6,8,4,"true","true",256,1,2.3794151337554e-10,15
6,2,8,2,"true","false",512,64,9.08131397632635e-10,15
4,2,1,2,"true","true",32,4,5.20247112872803e-10,15
4,4,8,4,"true","false",512,16,6.90872320738267e-10,15
8,2,4,2,"true","false",64,2,2.10297888081316e-10,15
15,5,4,2,"true","false",128,16,4.68566036979571e-10,15
10,5,8,4,"true","false",64,1,4.12318029225497e-10,15
15,5,16,2,"true","true",256,128,4.82247764122235e-09,15
10,5,1,4,"true","false",1024,2,1.61184199651201e-10,15
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,15
15,5,4,2,"true","true",1024,16,2.38166630145987e-10,15
1,1,2,4,"true","true",256,32,1.43061594442787e-09,15
6,2,8,2,"true","true",32,8,1.65735301400222e-09,15
4,1,8,2,"true","false",512,8,4.5335626519317e-10,15
2,2,16,2,"true","true",64,8,4.02676328002005e-09,16
4,1,1,4,"true","false",128,32,1.2082101561171e-09,16
4,1,4,4,"true","false",256,4,3.05634147850971e-10,16
24,6,16,2,"true","false",256,32,9.67825846867883e-10,16
18,6,1,4,"true","false",256,2,1.64169929393176e-10,16
6,3,2,4,"true","true",64,8,4.37751807552326e-10,16
9,3,1,2,"true","false",256,64,8.54855175418825e-10,16
4,2,16,2,"true","true",32,4,2.1689793116507e-09,16
15,5,2,4,"true","true",1024,128,5.63850132171646e-10,16
12,3,4,4,"true","false",256,2,1.75531977704642e-10,16
5,5,2,4,"true","true",256,32,7.40405593081766e-10,16
4,2,16,2,"true","true",128,64,7.61037142212488e-09,16
1,1,16,2,"true","false",32,8,1.07902988970264e-08,16
20,5,4,4,"true","true",128,64,1.28787266296774e-09,16
4,2,4,2,"true","true",512,128,1.66025254903393e-09,16
1,1,1,4,"true","true",128,2,2.27662794075525e-10,16
