"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ"
6,6,1,2,"true","true",512,4,1.1835008391896e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"RQ"
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ"
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ"
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ"
24,6,1,4,"true","true",32,2,2.10300539339866e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ"
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ"
16,4,1,4,"true","true",1024,8,1.95431854444634e-10,114,"RQ"
