"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","run"
8,4,8,2,"true","false",256,64,1.98651505933828e-09,21
2,2,1,4,"true","true",128,64,1.85351441168951e-09,21
18,6,8,4,"true","true",512,1,3.96919739242538e-10,21
3,1,4,4,"true","true",512,16,3.72477849071579e-10,21
20,5,2,2,"true","true",256,16,2.08482202280311e-10,21
8,2,1,4,"true","true",32,8,8.47110766705421e-10,21
16,4,2,4,"true","false",256,256,2.73997532940535e-09,21
3,1,1,4,"true","false",256,4,3.33207758111596e-10,21
4,1,2,2,"true","false",128,32,1.21255089809257e-09,21
4,4,1,4,"true","false",512,512,3.29359850297627e-09,21
3,3,4,2,"true","true",1024,512,6.860841936637e-09,21
8,2,4,2,"true","true",256,32,4.574577586284e-10,21
12,6,4,2,"true","false",32,16,2.24354962456132e-09,21
2,1,1,4,"true","true",1024,2,2.6546087370289e-10,21
4,1,8,2,"true","false",32,8,1.7869440296181e-09,21
8,4,8,4,"true","false",512,512,8.75080019508259e-09,21
16,4,8,4,"true","true",256,128,2.07156766322302e-09,21
12,6,1,4,"true","true",1024,128,4.53186749041035e-10,21
4,2,16,2,"true","true",128,64,7.61037142212488e-09,21
1,1,4,4,"true","false",256,4,8.46344377426641e-10,21
18,6,16,2,"true","true",256,8,5.85246918036643e-10,21
4,2,2,4,"true","true",128,8,2.90676098568856e-10,21
1,1,1,2,"true","false",128,2,2.28205085687125e-10,21
4,4,1,2,"true","true",1024,2,1.30589997668649e-10,21
12,4,2,4,"true","true",256,2,2.05947074300298e-10,21
20,5,2,4,"true","true",256,2,1.50684918849133e-10,21
15,5,16,4,"true","false",32,4,1.21169223723567e-09,21
6,2,1,4,"true","false",64,32,1.89941376224148e-09,21
3,3,16,2,"true","false",32,1,1.46413530018368e-09,21
5,5,2,2,"true","true",256,128,3.00398257872192e-09,21
4,4,2,4,"true","false",1024,256,1.78929306377079e-09,21
12,3,8,2,"true","true",512,1,3.10951701397342e-10,21
4,1,16,4,"true","false",512,256,5.40234150039376e-09,22
3,3,16,4,"true","false",64,16,6.70276714811482e-09,22
1,1,2,2,"true","false",256,8,4.83176897831745e-10,22
3,1,8,2,"true","false",256,16,7.85185391848671e-10,22
12,6,2,2,"true","true",256,64,7.46774516617252e-10,22
18,6,1,2,"true","false",256,2,1.66031881736123e-10,22
6,3,1,4,"true","false",256,1,1.64056219714558e-10,22
10,5,2,4,"true","false",64,4,2.1911173712347e-10,22
6,6,4,4,"true","true",128,1,3.9751962360545e-10,22
6,2,8,2,"true","false",1024,64,6.3316796187142e-10,22
18,6,8,2,"true","true",512,64,7.78127701865417e-10,22
6,2,16,2,"true","false",256,32,1.47606636866589e-09,22
2,1,4,2,"true","false",64,8,1.26191250027474e-09,22
5,5,4,4,"true","true",64,1,4.68788154637478e-10,22
18,6,8,2,"true","true",128,64,2.60679258996537e-09,22
15,5,8,2,"true","false",1024,4,3.35649983518636e-10,22
3,1,4,2,"true","true",512,256,3.07042794275042e-09,22
2,2,16,2,"true","true",512,2,1.47068434250061e-09,22
6,6,4,2,"true","true",64,8,1.19923435123982e-09,22
18,6,4,2,"true","false",64,4,2.7289644222175e-10,22
16,4,2,4,"true","false",32,1,1.75095451084094e-10,22
6,6,1,4,"true","false",512,4,1.1888726151874e-10,22
10,5,8,4,"true","false",128,1,3.62197352332776e-10,22
15,5,1,2,"true","false",128,32,7.37212495209493e-10,22
6,3,16,4,"true","false",256,2,7.4234146519966e-10,22
3,1,16,2,"true","false",32,1,9.83568299901573e-10,22
4,2,2,2,"true","false",32,16,1.85463705519981e-09,22
16,4,16,2,"true","false",64,2,4.20554724747649e-10,22
4,2,16,4,"true","true",512,64,2.1283768373913e-09,22
2,1,8,2,"true","false",512,512,1.28863674705688e-08,22
8,4,8,4,"true","false",128,4,3.86521594233282e-10,22
5,5,1,4,"true","true",512,64,3.95902505881598e-10,22
6,3,2,2,"true","false",32,4,4.40509850254565e-10,22
4,1,1,2,"true","false",1024,128,6.56827700352347e-10,22
10,5,1,2,"true","false",128,128,3.02637974433783e-09,22
6,2,1,4,"true","true",512,512,3.76794818139825e-09,22
2,2,16,2,"true","true",256,256,3.08866969206802e-08,22
8,2,4,4,"true","false",512,512,3.23177452717188e-09,22
3,3,16,2,"true","true",256,2,1.17864998417634e-09,22
2,1,2,4,"true","false",256,64,1.39036842904733e-09,22
4,1,1,4,"true","false",64,8,6.61045526791814e-10,22
18,6,2,2,"true","false",1024,256,1.14588572659047e-09,22
20,5,8,4,"true","true",256,256,4.17222904063784e-09,22
24,6,8,4,"true","false",32,32,3.57001004659043e-09,22
4,2,1,2,"true","false",64,64,3.78364859498614e-09,22
5,5,2,4,"true","false",256,32,7.34691123067927e-10,22
8,4,1,2,"true","false",512,256,1.64158913032744e-09,22
9,3,2,4,"true","true",1024,8,2.72656053522239e-10,22
2,1,16,4,"true","false",128,1,1.16019827365209e-09,22
18,6,16,4,"true","false",32,1,5.74191517275318e-10,22
12,4,4,2,"true","false",256,4,2.10796601199717e-10,23
3,3,4,2,"true","true",32,2,8.9239226988625e-10,23
9,3,8,2,"true","true",1024,256,1.67520867247879e-09,23
16,4,4,4,"true","true",1024,256,8.02707840224831e-10,23
1,1,8,2,"true","true",512,64,3.43704194928548e-09,23
15,5,1,2,"true","true",1024,32,1.96125488512639e-10,23
12,4,4,2,"true","false",1024,4,2.47802691057297e-10,23
4,1,2,4,"true","true",1024,256,1.21179498024838e-09,23
10,5,8,2,"true","true",256,16,5.71074429664838e-10,23
8,4,4,2,"true","true",64,4,3.97690183418004e-10,23
4,2,8,2,"true","false",64,16,2.42203160420045e-09,23
4,1,2,2,"true","true",512,1,3.29442702175339e-10,23
3,1,2,4,"true","true",64,32,3.08317945401567e-09,23
4,4,1,4,"true","false",32,4,3.96851511903166e-10,23
15,5,2,4,"true","false",32,1,2.24120391887267e-10,23
2,2,16,2,"true","true",256,4,1.37719953599033e-09,23
4,4,8,4,"true","false",512,8,7.11113630468944e-10,23
2,1,8,4,"true","true",128,8,1.07434700292466e-09,23
3,3,4,2,"true","true",256,8,5.10846571299784e-10,23
4,1,16,2,"true","false",1024,4,8.94529961099076e-10,23
8,2,2,2,"true","false",32,16,1.61839589523525e-09,23
18,6,8,4,"true","true",128,4,2.77310580952414e-10,23
3,1,8,2,"true","true",1024,4,6.45964574848397e-10,23
16,4,2,4,"true","false",64,2,1.60983786780311e-10,23
9,3,16,2,"true","false",64,2,5.45993806461938e-10,23
10,5,8,2,"true","true",512,256,4.42205333606509e-09,23
4,2,1,2,"true","true",128,16,5.06790315716938e-10,23
8,4,16,2,"true","false",64,32,6.32200752875884e-09,23
4,2,4,4,"true","false",64,1,3.62281686108004e-10,23
8,4,4,2,"true","true",1024,8,2.87915691615765e-10,23
15,5,4,4,"true","true",256,4,1.98356862304833e-10,23
6,6,1,2,"true","true",32,8,6.63749110745376e-10,23
6,6,4,4,"true","false",512,16,4.24965746480895e-10,23
10,5,1,4,"true","true",256,256,3.12331314563503e-09,23
3,3,1,2,"true","true",512,64,4.38486094079895e-10,23
10,5,1,4,"true","true",64,2,1.46583117491721e-10,23
4,2,1,2,"true","true",1024,32,1.80004712460671e-10,23
12,3,4,2,"true","true",32,4,3.95999354143862e-10,23
12,4,16,2,"true","false",128,1,5.46133255895876e-10,23
3,1,8,4,"true","false",256,256,8.6397383455985e-09,23
4,2,16,4,"true","false",256,64,3.94295398118563e-09,23
5,5,1,4,"true","true",32,1,2.07520457248033e-10,23
10,5,4,4,"true","true",256,16,3.83112662600252e-10,23
16,4,8,4,"true","false",256,1,2.53022282413834e-10,23
3,1,16,2,"true","true",32,4,2.12376487476579e-09,23
12,3,2,4,"true","true",32,16,1.38347526437937e-09,23
12,4,4,4,"true","false",64,8,4.98476403622012e-10,23
8,4,16,4,"true","false",64,2,7.1419166611411e-10,23
6,3,1,2,"true","true",1024,4,1.57596472343103e-10,23
4,4,2,4,"true","false",64,4,4.39119767593191e-10,23
18,6,2,4,"true","true",512,512,3.91018773352124e-09,24
2,2,8,2,"true","false",512,128,4.74376425386143e-09,24
2,1,2,2,"true","false",128,8,4.12290037980162e-10,24
12,3,1,4,"true","false",512,16,1.8403779665903e-10,24
3,3,16,4,"true","true",128,4,1.17172853742635e-09,24
3,3,4,4,"true","true",256,16,8.17975232276147e-10,24
6,6,1,2,"true","false",64,16,6.85471226816682e-10,24
2,2,1,4,"true","false",1024,256,1.03242959098412e-09,24
16,4,4,4,"true","false",1024,32,2.04184055268832e-10,24
4,2,1,4,"true","false",512,8,1.90265229020622e-10,24
24,6,2,2,"true","false",128,32,6.24915789708433e-10,24
15,5,1,4,"true","false",512,4,1.72887923326473e-10,24
1,1,1,4,"true","false",128,1,2.3263426460106e-10,24
3,1,8,2,"true","true",128,4,5.53263343591313e-10,24
2,1,2,4,"true","false",64,2,2.83848706383133e-10,24
8,2,1,2,"true","false",128,2,2.0860232433888e-10,24
10,5,8,2,"true","false",64,1,4.16444447706783e-10,24
1,1,4,4,"true","true",256,8,8.4155325668425e-10,24
8,2,16,4,"true","false",128,128,7.58308119807293e-09,24
4,2,4,4,"true","true",256,2,3.38379097143815e-10,24
20,5,4,2,"true","true",1024,1024,3.61058636566605e-09,24
2,1,1,2,"true","false",128,16,7.35850624014716e-10,24
18,6,4,4,"true","false",1024,2,2.300233262382e-10,24
3,3,4,2,"true","false",512,512,1.18407025362717e-08,24
5,5,2,4,"true","true",512,16,2.57676870957982e-10,24
10,5,1,4,"true","true",32,4,3.82508789742378e-10,24
6,3,16,4,"true","true",512,256,7.58681862394392e-09,24
2,1,8,4,"true","false",1024,4,7.97867631777566e-10,24
4,1,1,4,"true","true",512,32,3.8880976837292e-10,24
3,3,4,4,"true","true",1024,8,6.20968467078243e-10,24
3,3,2,4,"true","false",512,2,2.85063146257471e-10,24
4,4,16,4,"true","false",128,128,2.70555084469861e-08,24
20,5,2,2,"true","true",64,8,3.43982958621619e-10,24
16,4,2,4,"true","false",256,1,1.65610992923629e-10,24
4,4,4,2,"true","true",256,8,4.63419670803804e-10,24
4,4,4,4,"true","true",512,64,1.36789659195434e-09,24
1,1,16,4,"true","true",1024,32,1.99716559559793e-09,24
4,2,8,4,"true","false",256,4,4.88648210864279e-10,24
8,2,8,4,"true","true",256,32,6.93405655258998e-10,24
10,5,2,4,"true","true",1024,1024,4.1549612556474e-09,24
16,4,16,4,"true","true",512,512,8.66285671016496e-09,24
8,4,4,4,"true","true",512,32,4.07202669849522e-10,24
2,1,8,2,"true","true",64,16,3.40546342759091e-09,24
9,3,1,4,"true","false",1024,16,2.45381095788955e-10,24
6,2,8,4,"true","true",256,1,3.82554397261207e-10,24
6,2,4,4,"true","true",1024,4,3.17520160180705e-10,24
8,4,8,4,"true","true",1024,512,5.02160645840974e-09,24
1,1,2,2,"true","false",128,64,5.34263538208068e-09,24
6,6,4,4,"true","false",1024,1,5.29327095183125e-10,24
20,5,4,4,"true","true",256,128,1.35741977123235e-09,24
12,6,1,2,"true","true",512,8,1.37483429796381e-10,25
6,2,4,4,"true","false",512,4,2.61744786543955e-10,25
6,6,2,4,"true","true",1024,1,3.07023455611179e-10,25
10,5,2,4,"true","true",1024,512,1.90753622320106e-09,25
12,6,1,2,"true","false",512,32,2.25005245032826e-10,25
2,2,8,2,"true","true",1024,16,9.75769855886669e-10,25
12,6,2,4,"true","false",64,16,7.00627605782498e-10,25
9,3,2,4,"true","false",1024,4,2.70723980677515e-10,25
3,1,4,2,"true","true",64,8,9.02648314148507e-10,25
2,1,16,2,"true","true",512,2,1.14391098920109e-09,25
5,5,2,2,"true","true",32,4,7.36631342874072e-10,25
12,3,1,2,"true","true",256,256,2.82890756499516e-09,25
9,3,2,2,"true","true",512,128,1.01807801182955e-09,25
5,5,8,2,"true","false",512,2,6.79643132176522e-10,25
4,4,8,2,"true","false",32,16,7.27102742717321e-09,25
3,3,16,2,"true","false",512,512,3.57728564170215e-08,25
6,2,4,2,"true","false",32,8,1.13368031406352e-09,25
2,1,16,4,"true","false",128,32,5.5022067525126e-09,25
8,2,4,4,"true","true",512,2,2.20794571156356e-10,25
24,6,4,4,"true","false",512,512,3.18609119525977e-09,25
1,1,2,4,"true","false",512,32,7.87964198596254e-10,25
3,3,1,4,"true","true",256,8,1.36763552859997e-10,25
4,4,16,2,"true","true",128,8,1.90181656891835e-09,25
12,4,2,4,"true","false",32,1,2.36663130025228e-10,25
4,1,8,4,"true","true",128,128,6.49927355232677e-09,25
15,5,1,2,"true","false",1024,2,2.12628311925976e-10,25
12,6,2,4,"true","false",128,8,2.11740711013945e-10,25
10,5,16,4,"true","false",256,1,8.32411610406049e-10,25
4,2,2,2,"true","true",32,16,1.85278737640511e-09,25
1,1,2,4,"true","false",1024,1024,1.07430443006638e-08,25
3,1,2,4,"true","false",512,8,3.71816710458039e-10,25
6,2,8,2,"true","true",128,1,3.81720830860871e-10,25
15,5,2,4,"true","true",32,32,3.13127729276344e-09,25
18,6,1,2,"true","false",128,64,1.45813219848928e-09,25
12,3,2,4,"true","false",128,16,3.94884321031316e-10,25
4,4,8,2,"true","true",512,128,4.13292603317257e-09,25
2,1,8,4,"true","false",64,32,6.63719265461491e-09,25
12,3,8,2,"true","false",512,4,2.72468475016075e-10,25
24,6,16,4,"true","true",64,4,5.7917781539044e-10,25
3,3,8,2,"true","true",256,16,1.18511856117664e-09,25
8,2,1,2,"true","true",512,256,1.66250725473031e-09,25
4,2,16,2,"true","false",128,4,8.05871695951814e-10,25
6,3,16,2,"true","true",64,64,1.38358406575466e-08,25
12,3,1,4,"true","true",512,8,1.76249685646918e-10,25
1,1,4,2,"true","true",32,1,1.15453947589258e-09,25
20,5,2,4,"true","false",128,4,1.49566703992746e-10,25
4,1,8,4,"true","true",512,2,4.60825173712138e-10,25
1,1,16,4,"true","true",32,4,5.717643849473e-09,25
2,1,4,4,"true","true",64,1,5.21097787513594e-10,25
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,25
2,2,2,2,"true","true",64,16,1.88635876775778e-09,26
3,1,2,2,"true","false",256,256,5.97690563670874e-09,26
12,3,16,4,"true","true",32,1,5.17802230000475e-10,26
12,4,16,4,"true","false",256,256,1.0021009845508e-08,26
4,1,2,4,"true","false",256,64,1.21238660762396e-09,26
24,6,8,2,"true","false",256,128,2.06521170881126e-09,26
8,4,1,4,"true","false",32,2,2.57138273383254e-10,26
2,2,2,2,"true","true",512,4,3.27341748362035e-10,26
6,3,2,2,"true","false",128,1,1.60179992807345e-10,26
4,1,16,4,"true","true",1024,128,1.69060458576196e-09,26
12,3,2,2,"true","true",256,128,1.42756382103122e-09,26
6,6,8,2,"true","false",32,32,1.41772470916396e-08,26
15,5,1,2,"true","true",1024,32,1.96125488512639e-10,26
6,3,8,2,"true","true",1024,512,5.258798292485e-09,26
4,2,16,2,"true","false",256,1,8.27356259110463e-10,26
20,5,2,4,"true","true",128,4,1.5050701010472e-10,26
15,5,4,4,"true","true",512,512,3.74746910217673e-09,26
4,1,2,4,"true","false",512,64,6.53426834489972e-10,26
5,5,16,4,"true","true",32,4,3.14877443135094e-09,26
1,1,2,2,"true","false",512,128,2.73215675345134e-09,26
6,6,8,2,"true","true",64,2,6.09957138686799e-10,26
12,3,4,4,"true","true",512,512,2.96922523292381e-09,26
1,1,1,4,"true","true",512,4,2.33730508587017e-10,26
20,5,2,4,"true","true",512,16,1.60688608868326e-10,26
6,3,2,2,"true","false",128,16,4.31180354038873e-10,26
15,5,16,4,"true","false",128,64,4.4143055416659e-09,26
16,4,16,2,"true","true",128,2,4.35169386131512e-10,26
8,2,2,4,"true","false",512,1,2.29079043241006e-10,26
3,1,1,4,"true","true",64,8,8.02941326785093e-10,26
8,4,4,4,"true","true",32,8,1.29251700129427e-09,26
4,1,16,2,"true","false",64,16,2.87293941081023e-09,26
12,3,2,4,"true","false",1024,64,2.81500062657395e-10,26
4,2,2,2,"true","true",128,4,1.87320225724289e-10,26
4,2,1,4,"true","false",512,8,1.90265229020622e-10,26
15,5,8,4,"true","false",64,1,3.10282694439607e-10,26
8,2,16,4,"true","false",128,32,2.05114083010155e-09,26
4,1,8,2,"true","true",512,4,4.49738607114431e-10,26
2,2,8,4,"true","false",64,32,9.30227330035352e-09,26
2,1,1,4,"true","true",512,256,2.69100516370025e-09,26
24,6,2,4,"true","true",256,2,1.45049968848727e-10,26
12,6,16,4,"true","true",128,16,1.63363361454407e-09,26
10,5,8,4,"true","true",32,2,6.43862621572519e-10,26
1,1,8,4,"true","false",128,32,6.68542433455977e-09,26
1,1,8,4,"true","true",256,256,2.58767652947124e-08,26
5,5,2,2,"true","true",1024,1,3.25410022880983e-10,26
16,4,1,4,"true","true",128,16,3.61841467486303e-10,26
4,4,4,4,"true","false",64,32,5.05829093904208e-09,26
24,6,2,2,"true","true",64,4,1.96564919789312e-10,26
8,4,2,4,"true","true",32,4,4.04059710472093e-10,26
2,1,1,4,"true","false",256,2,2.71643550779236e-10,26
4,4,2,2,"true","true",256,4,2.68771154360467e-10,27
6,2,1,4,"true","true",64,64,3.78142316707479e-09,27
24,6,4,2,"true","false",512,32,2.12383629529961e-10,27
12,4,2,2,"true","true",512,4,2.03224636844686e-10,27
5,5,2,4,"true","false",1024,256,1.77122228663191e-09,27
1,1,8,4,"true","false",512,2,1.22789418801341e-09,27
16,4,2,2,"true","false",512,512,2.85945743512677e-09,27
10,5,16,4,"true","true",128,128,1.35631688377048e-08,27
1,1,2,2,"true","false",64,4,7.94706318295415e-10,27
16,4,1,4,"true","false",512,128,7.26390846203831e-10,27
8,2,8,2,"true","true",32,1,3.34500588368649e-10,27
10,5,2,2,"true","false",32,32,2.72373065513762e-09,27
6,2,16,2,"true","false",256,32,1.47606636866589e-09,27
12,6,8,4,"true","true",32,32,7.1002487316715e-09,27
12,4,2,4,"true","false",64,32,1.72451992101288e-09,27
6,3,2,4,"true","true",512,1,1.69244162892132e-10,27
4,1,8,4,"true","false",512,128,1.76697623848384e-09,27
12,6,4,4,"true","true",512,64,7.11565282257535e-10,27
12,3,1,4,"true","true",512,256,1.49678115981867e-09,27
12,3,8,2,"true","true",64,2,2.52749504480976e-10,27
2,2,4,4,"true","true",1024,4,7.08848796220818e-10,27
4,1,1,2,"true","true",1024,4,3.19879350230451e-10,27
2,1,1,2,"true","true",256,256,5.30685058764581e-09,27
18,6,8,4,"true","false",512,64,8.49346798935556e-10,27
8,2,1,2,"true","true",1024,2,2.70261653120837e-10,27
15,5,4,4,"true","true",512,8,1.99424883918861e-10,27
3,1,1,2,"true","false",32,1,4.11021056778141e-10,27
12,3,4,4,"true","true",256,2,1.75347167144422e-10,27
10,5,1,2,"true","false",128,4,1.44753782741611e-10,27
12,3,1,2,"true","false",256,4,1.75882140264378e-10,27
15,5,2,4,"true","false",32,8,8.48272763260984e-10,27
20,5,8,2,"true","false",256,1,2.36180215688459e-10,27
24,6,4,4,"true","false",32,8,6.06450001259716e-10,27
15,5,4,4,"true","true",512,128,9.5298657017756e-10,27
3,3,8,4,"true","false",256,64,4.12754518306227e-09,27
6,6,2,4,"true","false",256,8,2.51837910238586e-10,27
4,1,16,2,"true","true",256,8,7.32996294276481e-10,27
2,2,4,2,"true","true",1024,16,6.82179159146279e-10,27
9,3,16,2,"true","false",256,128,4.73512304617848e-09,27
4,2,8,2,"true","false",1024,4,5.70872657010813e-10,27
12,4,2,4,"true","false",512,128,9.61040074102859e-10,27
2,2,8,2,"true","false",512,32,1.36464465824989e-09,27
8,4,2,4,"true","false",1024,8,1.61662301500244e-10,27
12,3,16,2,"true","false",128,64,3.43480937845684e-09,27
1,1,2,2,"true","true",64,8,1.41777810700608e-09,27
8,2,4,4,"true","true",128,128,3.12478553676099e-09,27
4,1,8,4,"true","true",64,32,3.37642051700025e-09,27
1,1,2,4,"true","false",512,64,1.42963539265489e-09,27
12,6,8,4,"true","false",128,2,3.46799687127662e-10,27
2,2,16,2,"true","false",256,8,1.39580480454513e-09,27
1,1,16,4,"true","true",64,4,3.2155326095929e-09,28
5,5,4,2,"true","true",512,32,7.08502789274088e-10,28
8,4,4,4,"true","false",32,16,2.46792024649744e-09,28
6,6,4,4,"true","false",512,1,4.33263740705303e-10,28
9,3,2,2,"true","true",256,256,3.76836361244488e-09,28
4,2,8,2,"true","true",512,32,7.47357943267246e-10,28
10,5,4,4,"true","false",512,8,2.41123837394921e-10,28
4,4,4,2,"true","true",1024,256,3.09325929195272e-09,28
12,4,2,2,"true","true",64,16,8.90307136994257e-10,28
20,5,16,2,"true","false",512,16,5.42490795599751e-10,28
12,3,16,4,"true","true",32,1,5.17802230000475e-10,28
4,2,8,2,"true","true",512,2,4.91038606981446e-10,28
24,6,4,4,"true","true",128,64,1.28077635424408e-09,28
12,3,4,2,"true","true",64,8,3.93026585140603e-10,28
4,1,1,2,"true","false",256,128,2.32818155467229e-09,28
4,1,4,2,"true","false",32,8,1.21539762046177e-09,28
20,5,4,4,"true","false",64,32,1.25046009877132e-09,28
12,6,2,2,"true","true",256,32,3.78943108431095e-10,28
8,4,2,4,"true","true",64,2,1.57230410364065e-10,28
6,2,4,2,"true","true",128,32,1.11980658428254e-09,28
12,4,8,4,"true","true",256,32,7.35421539191761e-10,28
2,1,1,4,"true","true",1024,128,7.45210725688163e-10,28
16,4,2,4,"true","false",1024,64,2.54680883237886e-10,28
4,2,2,2,"true","false",64,16,9.67035848718677e-10,28
10,5,16,4,"true","true",128,64,6.5646309838612e-09,28
4,4,4,4,"true","false",32,8,2.51484126097066e-09,28
1,1,4,2,"true","true",128,16,2.39655624317824e-09,28
4,4,2,4,"true","false",128,4,2.82272500475755e-10,28
3,1,1,4,"true","true",256,16,4.80391690151554e-10,28
6,6,4,2,"true","true",256,2,4.05544374925713e-10,28
2,2,4,2,"true","false",1024,1024,1.42386120110786e-08,28
3,1,4,2,"true","false",128,64,3.05949466134323e-09,28
8,2,8,2,"true","true",1024,2,4.0869626101029e-10,28
2,1,4,2,"true","true",256,64,2.35709196495716e-09,28
24,6,4,4,"true","false",64,2,1.43170489752256e-10,28
8,2,8,2,"true","false",1024,1024,5.36373685547245e-09,28
1,1,1,4,"true","true",512,512,5.33362496846747e-09,28
12,4,1,4,"true","true",1024,32,2.19352822952444e-10,28
9,3,16,4,"true","false",256,2,5.585308915104e-10,28
5,5,4,4,"true","false",512,512,1.10936636768866e-08,28
5,5,2,4,"true","false",512,16,2.55445712975813e-10,28
6,2,4,4,"true","true",256,1,2.63567829664354e-10,28
5,5,1,4,"true","true",256,1,1.21838108445895e-10,28
12,4,2,2,"true","false",512,512,3.78885011796514e-09,28
12,3,2,4,"true","true",256,64,7.32370152385215e-10,28
6,3,8,4,"true","false",512,256,4.45137964417669e-09,28
15,5,8,4,"true","true",512,64,7.62319636830413e-10,28
4,2,1,4,"true","true",512,2,1.90130565952184e-10,28
9,3,16,2,"true","false",128,2,5.47108700486898e-10,28
10,5,1,4,"true","true",512,2,1.42883785160062e-10,28
12,6,8,4,"true","true",128,8,5.46745188677688e-10,29
9,3,2,4,"true","false",256,128,1.88369722382713e-09,29
2,1,4,4,"true","false",1024,64,6.97076668031679e-10,29
2,2,2,4,"true","false",64,8,9.85057415538403e-10,29
9,3,8,2,"true","true",256,1,3.16146493859665e-10,29
2,1,1,4,"true","false",1024,1024,5.3802589192923e-09,29
3,3,16,2,"true","true",32,4,3.57733481623177e-09,29
18,6,2,4,"true","false",64,32,1.64928795953007e-09,29
18,6,4,2,"true","true",64,32,1.65263159006333e-09,29
18,6,4,4,"true","false",128,32,8.30895635888172e-10,29
9,3,16,2,"true","true",1024,128,1.54110376792253e-09,29
2,2,4,2,"true","false",256,128,6.2817765803262e-09,29
18,6,1,2,"true","false",1024,4,1.9579992664427e-10,29
10,5,1,4,"true","true",128,16,3.83218752075002e-10,29
15,5,8,4,"true","false",256,4,2.94580854259498e-10,29
3,3,2,2,"true","false",512,64,8.62369541839681e-10,29
2,2,1,2,"true","false",256,256,3.73138580454062e-09,29
6,3,4,4,"true","false",256,2,2.87107056253872e-10,29
6,6,8,2,"true","true",512,32,1.09347951890736e-09,29
6,6,4,2,"true","true",512,16,4.04791246129652e-10,29
8,2,2,2,"true","true",128,128,3.12051909462676e-09,29
3,1,16,2,"true","true",256,128,7.13128056514712e-09,29
4,2,16,4,"true","true",32,32,1.49999587510108e-08,29
10,5,8,2,"true","false",128,16,9.77177072141855e-10,29
3,3,1,2,"true","false",256,256,3.35503838070534e-09,29
16,4,16,4,"true","false",32,1,4.57093964625121e-10,29
4,4,2,4,"true","true",128,1,2.86220510393937e-10,29
5,5,1,4,"true","true",128,64,1.46040718038399e-09,29
20,5,4,4,"true","false",32,32,2.35290084758587e-09,29
1,1,1,4,"true","true",128,4,2.28008182032392e-10,29
18,6,8,2,"true","false",128,4,2.77997713185514e-10,29
4,1,1,4,"true","true",64,32,2.34032688736904e-09,29
20,5,1,2,"true","false",1024,8,1.84889559644332e-10,29
6,6,4,2,"true","false",512,256,5.68178292568755e-09,29
8,2,4,4,"true","false",64,32,1.63251329492354e-09,29
6,2,1,4,"true","true",512,2,2.2481677100402e-10,29
1,1,16,2,"true","true",128,16,5.66444648093986e-09,29
20,5,4,2,"true","true",128,2,1.49275860125453e-10,29
9,3,8,2,"true","false",512,8,3.29190173791634e-10,29
4,4,16,4,"true","false",512,4,1.79947078609335e-09,29
20,5,16,2,"true","false",256,64,1.77845314159026e-09,29
12,6,1,4,"true","true",512,64,4.13471746112812e-10,29
6,2,16,4,"true","false",128,2,6.263990593302e-10,29
2,1,8,4,"true","true",1024,256,3.51632279000607e-09,29
20,5,2,2,"true","false",32,1,1.69063987914757e-10,29
3,3,2,2,"true","false",256,2,2.87952690602579e-10,29
2,2,4,2,"true","true",512,128,3.23000526242563e-09,29
20,5,16,2,"true","true",512,256,4.20203918594693e-09,29
6,6,2,4,"true","true",512,512,6.57805137317239e-09,29
6,2,2,4,"true","false",128,8,3.78770255238318e-10,29
4,2,16,4,"true","false",128,8,1.24192845636495e-09,30
6,6,1,2,"true","false",32,1,1.96155408730011e-10,30
12,3,8,4,"true","true",1024,512,2.69015513401866e-09,30
15,5,8,4,"true","true",64,8,6.98826739796601e-10,30
8,2,1,4,"true","true",128,2,2.06846386476532e-10,30
1,1,8,4,"true","false",1024,1024,2.73749303497693e-08,30
10,5,16,4,"true","true",128,32,3.14657181036206e-09,30
6,3,4,4,"true","false",1024,128,8.74489504201852e-10,30
4,2,1,4,"true","false",64,32,1.87529248250873e-09,30
1,1,8,4,"true","false",512,512,2.58277078078672e-08,30
15,5,1,2,"true","false",128,1,1.73927811655348e-10,30
8,2,4,2,"true","true",32,2,2.93208964108811e-10,30
4,4,4,2,"true","false",128,2,4.73290779309864e-10,30
12,6,4,2,"true","false",128,64,2.51853499244285e-09,30
10,5,1,4,"true","false",256,8,1.42814900832036e-10,30
20,5,4,4,"true","true",512,1,1.71894656727846e-10,30
4,2,4,4,"true","false",64,4,5.16680557167304e-10,30
6,6,2,4,"true","false",1024,32,2.85499853461486e-10,30
6,2,1,4,"true","true",64,4,3.37013193916616e-10,30
10,5,8,2,"true","false",1024,512,5.07987117132489e-09,30
16,4,1,2,"true","true",1024,32,2.10942602160986e-10,30
10,5,1,4,"true","false",1024,2,1.61184199651201e-10,30
4,2,8,2,"true","true",64,4,7.55883761841239e-10,30
24,6,2,2,"true","false",128,64,1.27778955682981e-09,30
10,5,16,2,"true","false",512,2,8.74265094859758e-10,30
20,5,1,2,"true","true",512,8,1.5415025016411e-10,30
18,6,1,4,"true","false",256,256,3.13651499027523e-09,30
12,4,4,4,"true","true",128,2,2.0944269151883e-10,30
15,5,16,2,"true","false",128,128,9.07652819899588e-09,30
15,5,2,4,"true","true",256,256,3.61112271166472e-09,30
