"","elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
"5980",3,1,2,2,"true","true",512,4,3.62286306267872e-10
"21889",8,2,2,2,"true","true",512,512,3.2270031505532e-09
"9193",16,4,4,4,"true","true",32,8,6.64722055889912e-10
"8773",12,6,16,4,"true","true",256,4,8.10968586610809e-10
"1724",1,1,8,2,"true","true",512,256,1.30293929304215e-08
"6472",10,5,8,4,"true","false",32,2,6.13718952340499e-10
"13694",12,6,8,2,"true","true",64,2,3.62896074031055e-10
"8056",20,5,1,4,"true","false",1024,64,2.44531450341117e-10
"6312",1,1,2,4,"true","true",32,8,2.71791723005979e-09
"16689",6,2,16,4,"true","true",256,8,6.1310210064877e-10
"119271",20,5,1,4,"true","true",64,2,1.50390722419754e-10
"17349",8,2,4,4,"true","true",1024,32,2.57209677997473e-10
"6752",12,4,4,4,"true","false",256,8,2.06757927108151e-10
"5745",1,1,16,4,"true","false",128,4,2.03273289515205e-09
"20470",9,3,1,4,"true","true",512,4,1.99842269991394e-10
"20883",16,4,4,4,"true","false",128,8,2.17955590975608e-10
"3459",3,1,16,2,"true","false",256,64,3.73975261105998e-09
"3595",2,2,1,2,"true","false",64,8,4.85325531585502e-10
"15738",8,2,8,4,"true","true",32,4,7.03868792225606e-10
"8543",15,5,4,2,"true","false",32,32,3.13092372802397e-09
"11831",18,6,4,4,"true","false",64,2,1.87052029256083e-10
"18502",15,5,4,4,"true","false",256,4,2.00324658726448e-10
"5884",4,4,8,4,"true","false",128,8,1.10643397619783e-09
"6232",2,1,1,2,"true","true",64,32,2.69604767175792e-09
"8483",20,5,2,4,"true","true",256,128,1.35070292487145e-09
"18087",16,4,8,4,"true","true",256,16,3.36119942549004e-10
"10126",5,5,4,4,"true","false",64,4,6.98967711435241e-10
"15715",12,3,1,2,"true","false",64,16,7.2860905509855e-10
"22958",6,2,4,4,"true","false",512,512,4.29284272888879e-09
"4492",4,2,2,4,"true","false",64,2,1.97229575634115e-10
"7197",6,6,16,2,"true","true",64,4,1.9029861703367e-09
"19138",6,3,4,2,"true","false",256,8,2.84412832940538e-10
"13994",18,6,4,4,"true","true",32,4,4.66357890806658e-10
"11158",10,5,1,2,"true","true",32,32,2.71854568903372e-09
"9659",16,4,8,4,"true","true",512,8,2.61750944655025e-10
"20832",12,3,4,2,"true","true",64,64,2.79369321863204e-09
"10568",5,5,4,4,"true","false",128,128,1.04280630323661e-08
"14008",24,6,4,2,"true","false",512,128,7.16175932914095e-10
"3789",3,3,16,4,"true","true",32,32,2.594536162742e-08
"12474",8,2,16,2,"true","false",32,8,2.06667603510827e-09
"9983",6,6,1,2,"true","true",64,64,3.04638706840029e-09
"11923",8,2,1,4,"true","true",512,256,1.6701851186606e-09
"19482",12,4,2,4,"true","true",1024,8,2.48069265703602e-10
"8870",16,4,16,4,"true","true",32,8,1.68275241536278e-09
"2083",2,2,1,2,"true","false",256,32,4.96252572506583e-10
"38151",4,2,4,2,"true","false",128,1,3.38933596451058e-10
"218",3,3,1,4,"true","true",256,8,1.36763552859997e-10
"13594",20,5,8,4,"true","false",32,2,3.35538108383133e-10
"18077",12,4,16,2,"true","true",64,16,2.18028694527827e-09
"20956",24,6,4,4,"true","false",1024,4,1.82505956908587e-10
"16933",6,6,4,4,"true","true",512,64,1.36706947562333e-09
"10055",6,3,16,4,"true","true",64,32,6.76881350442414e-09
"3589",4,2,4,4,"true","true",512,2,3.36553447946355e-10
"1536",1,1,1,2,"true","false",32,1,5.82880388225285e-10
"11344",3,3,2,2,"true","true",1024,256,1.8045986487339e-09
"22130",9,3,16,2,"true","true",128,32,2.33084957159068e-09
"9280",4,1,8,2,"true","false",1024,64,6.77239088611373e-10
"22998",10,5,4,4,"true","false",32,8,1.22217797595386e-09
"11185",12,3,16,4,"true","false",64,16,1.84379792849296e-09
"8285",2,1,1,2,"true","false",1024,16,2.55923775546051e-10
"19666",4,2,8,2,"true","false",1024,8,5.63920850987617e-10
"4954",2,1,16,4,"true","true",256,1,1.16093725089899e-09
"18523",12,6,1,2,"true","true",1024,4,1.46309076433785e-10
"1957",1,1,8,4,"true","true",128,64,1.31378430174723e-08
"7677",6,2,2,2,"true","false",512,32,3.77717252087996e-10
"14969",12,6,4,2,"true","false",128,16,6.28449573376331e-10
"17239",4,1,16,2,"true","true",1024,256,2.9477476068582e-09
"14049",12,3,2,4,"true","false",512,8,1.78415411324467e-10
"11469",1,1,2,4,"true","false",1024,256,2.73796487347726e-09
"9960",12,3,2,2,"true","true",512,32,2.40407223173445e-10
"21383",8,2,1,4,"true","true",1024,32,2.58116567996551e-10
"1977",2,2,16,2,"true","true",128,1,1.32701454484914e-09
"5471",4,1,8,2,"true","true",32,8,1.79029639731379e-09
"8389",10,5,8,4,"true","true",64,16,1.84688538450506e-09
"17738",20,5,2,2,"true","false",32,16,1.19832110071752e-09
"12564",12,3,2,4,"true","false",32,32,2.65933719269361e-09
"3818",4,1,1,4,"true","true",256,64,1.21814413144629e-09
"14174",6,2,2,2,"true","true",64,2,2.63633754388044e-10
"6149",2,2,8,2,"true","false",64,2,8.80423197732925e-10
"11579",3,3,1,2,"true","true",1024,1,1.49990275441039e-10
"6481",15,5,1,4,"true","true",1024,16,2.08555812777116e-10
"20730",10,5,2,4,"true","true",512,128,8.06341405154603e-10
"5284",4,2,1,2,"true","true",512,256,1.91893155417697e-09
"1004",4,4,2,2,"true","false",64,2,2.78723068898031e-10
"6569",6,2,2,4,"true","true",32,16,2.12928240308638e-09
"21596",18,6,4,2,"true","false",1024,4,2.20877371446764e-10
"2063",4,2,16,4,"true","true",256,2,7.73585195266044e-10
"12032",12,4,16,2,"true","true",512,8,7.15908686534685e-10
"861",3,1,2,4,"true","false",128,4,3.71385696223945e-10
"8657",12,4,4,4,"true","false",1024,64,3.42744713651847e-10
"17185",16,4,16,4,"true","true",128,2,4.34541823895202e-10
"20070",12,3,1,4,"true","true",128,1,1.73104247455199e-10
"4941",3,1,8,2,"true","true",32,1,6.41455887292399e-10
"14976",8,2,2,4,"true","true",512,4,2.07631524819062e-10
"14019",12,3,1,4,"true","false",128,128,2.77436270606862e-09
"766",4,2,2,2,"true","false",128,8,2.88296625001368e-10
"10130",8,2,8,2,"true","false",512,1,3.42494779616853e-10
"6838",8,2,8,4,"true","true",256,8,3.05819863021096e-10
"16888",18,6,1,2,"true","false",512,256,1.65941813145157e-09
"9803",20,5,1,4,"true","true",128,32,6.307645004627e-10
"2948",3,3,16,4,"true","false",128,8,1.97855836224315e-09
"4207",4,1,1,2,"true","false",512,128,1.20738411154705e-09
"157451",5,5,8,2,"true","false",512,256,8.76915421072289e-09
"7525",12,4,16,4,"true","true",32,1,6.08365416612528e-10
"19795",12,4,2,2,"true","true",128,2,2.06540461355524e-10
"11922",6,3,1,2,"true","true",1024,2,1.63416574827825e-10
"14153",2,2,2,2,"true","true",1024,4,3.16660350411068e-10
"19568",6,3,1,2,"true","false",256,64,8.30572235258738e-10
"13926",18,6,1,4,"true","true",512,8,1.74669841232091e-10
"10214",18,6,8,2,"true","false",64,16,1.23353422103979e-09
"18382",8,4,1,4,"true","true",512,256,1.64366429905727e-09
"1178",4,4,8,4,"true","true",256,1,6.50078839841662e-10
"8062",5,5,16,2,"true","true",128,64,1.30653582853335e-08
"11858",8,4,8,2,"true","false",128,32,1.91010930769265e-09
"4662",4,2,16,2,"true","false",32,32,1.49765573918332e-08
"8520",24,6,2,4,"true","false",1024,8,1.77843222607299e-10
"13917",10,5,16,2,"true","false",128,4,7.49465227637002e-10
"11763",16,4,16,4,"true","true",128,1,4.37863018080192e-10
"21025",1,1,8,4,"true","false",1024,128,3.63424574654143e-09
"11213",20,5,16,4,"true","true",128,2,4.1183426862542e-10
"14488",8,4,2,2,"true","false",128,64,1.46331996269795e-09
"4833",2,2,8,4,"true","true",128,16,2.47362470919166e-09
"15724",15,5,1,2,"true","true",256,128,1.53302841872301e-09
"8440",10,5,8,4,"true","false",128,16,9.80681079698842e-10
"142661",9,3,8,4,"true","true",64,2,3.24904464490793e-10
"15299",12,3,8,2,"true","false",32,16,2.04149051774808e-09
"4731",4,2,8,2,"true","false",256,1,4.93226168358697e-10
"17255",15,5,8,2,"true","false",64,4,4.23864816853639e-10
"7412",24,6,8,4,"true","true",128,1,2.1683215918542e-10
"20596",5,5,8,2,"true","false",64,1,8.05383990522709e-10
"4342",2,1,1,4,"true","false",128,4,2.72362555464627e-10
"12913",1,1,2,4,"true","false",1024,64,7.7702801312844e-10
"22577",6,2,16,2,"true","true",32,32,9.95887425137365e-09
"16698",2,1,8,2,"true","false",1024,32,7.74566422503717e-10
"48221",2,1,2,4,"true","false",512,32,4.16256003943555e-10
"6251",1,1,1,2,"true","true",128,128,5.29227131562192e-09
"14640",5,5,2,4,"true","false",512,16,2.55445712975813e-10
"22554",12,6,16,4,"true","false",128,32,3.18174379143762e-09
"16489",20,5,4,4,"true","true",128,2,1.50084213131284e-10
"22080",18,6,4,2,"true","true",512,1,1.92789669702003e-10
"16915",6,6,1,4,"true","false",32,8,6.63629271654047e-10
"8703",16,4,2,4,"true","false",512,16,1.6688141639389e-10
"12396",12,6,8,2,"true","false",32,1,4.29667406280584e-10
"17181",8,4,4,2,"true","false",32,2,4.2919656974297e-10
"14823",6,2,1,4,"true","false",64,4,3.39242048699009e-10
"14281",6,3,8,2,"true","false",32,1,4.9524895204758e-10
"17570",10,5,1,2,"true","false",128,16,3.8380416943608e-10
"13717",20,5,8,2,"true","true",128,16,5.23585312876745e-10
"5853",4,1,1,2,"true","true",32,1,3.49029855208767e-10
"22614",18,6,1,2,"true","true",32,8,7.12983908148418e-10
"757",1,1,4,4,"true","true",128,8,1.34307275427647e-09
"18215",8,4,4,4,"true","true",512,512,5.65394006105947e-09
"7137",5,5,8,4,"true","true",32,8,3.54208273804911e-09
"9035",15,5,2,2,"true","false",64,4,2.83460705842385e-10
"21241",5,5,8,4,"true","true",64,4,1.04869284785448e-09
"16317",6,2,8,4,"true","false",1024,2,4.64734209621215e-10
"11566",15,5,1,2,"true","true",1024,64,2.98398008898487e-10
"15528",10,5,1,4,"true","false",256,32,3.85538152411117e-10
"8938",18,6,2,4,"true","false",256,16,2.80571840368953e-10
"15977",5,5,2,2,"true","true",1024,64,4.85433603309418e-10
"9436",10,5,8,4,"true","true",128,64,3.8710548107376e-09
"5986",2,2,8,2,"true","false",256,128,9.26082680533642e-09
"21073",12,4,4,4,"true","false",256,32,5.02472363867664e-10
"194",4,1,16,4,"true","false",64,4,9.9382727915735e-10
"11955",6,2,16,2,"true","false",32,4,1.52077883780476e-09
"6228",2,2,4,2,"true","false",128,64,6.28139105884936e-09
"2291",1,1,16,4,"true","true",256,128,2.10570622409629e-08
"20175",8,2,8,2,"true","false",128,2,2.98615103001589e-10
"4280",1,1,1,4,"true","false",64,64,5.37309349331061e-09
"19776",6,3,2,2,"true","true",1024,64,2.63266925732611e-10
"22473",6,6,2,2,"true","true",512,32,4.19227586437845e-10
"47451",3,1,8,2,"true","false",64,1,5.70485841717845e-10
"4811",4,1,2,4,"true","true",128,8,3.92807288280137e-10
"20322",3,1,8,2,"true","true",1024,1024,9.16714846817528e-09
"16579",12,6,8,4,"true","false",64,4,5.59276977229779e-10
"5631",2,2,8,2,"true","true",64,1,9.55084500373976e-10
"5426",4,1,8,4,"true","true",128,32,1.78005768560586e-09
"22265",12,3,1,4,"true","true",1024,1,2.31458935716397e-10
"3506",3,1,4,4,"true","false",64,1,3.82938147713849e-10
"4805",4,2,2,4,"true","false",256,2,1.9190335151902e-10
"3007",3,3,1,2,"true","false",512,16,1.38451288126442e-10
"11233",3,3,4,4,"true","true",1024,16,5.6426260354346e-10
"8289",6,6,1,2,"true","true",512,512,3.22623957634975e-09
"14654",18,6,2,2,"true","false",128,32,8.33175762091042e-10
"13847",12,6,1,2,"true","true",32,1,1.76502678237434e-10
"9110",12,6,1,4,"true","true",256,1,1.40188049880857e-10
"5321",3,3,16,4,"true","false",32,4,3.56592174008568e-09
"17056",6,6,4,4,"true","false",64,4,6.74062222610093e-10
"3504",4,4,16,2,"true","true",64,1,1.42989174900119e-09
"6415",10,5,16,2,"true","false",512,8,8.64804157380951e-10
"210731",12,4,4,4,"true","false",256,32,5.02472363867664e-10
"9049",12,3,1,4,"true","true",256,32,3.9752058165633e-10
"15577",12,3,8,4,"true","true",1024,256,1.28194492080671e-09
"12393",5,5,1,4,"true","false",512,2,1.22636208874517e-10
"1519",4,4,16,2,"true","true",128,64,1.31513845960177e-08
"11300",12,3,4,4,"true","true",256,16,2.42806638394458e-10
"11760",12,3,1,4,"true","true",256,1,1.81713975563381e-10
"16824",18,6,16,4,"true","false",128,64,4.4146595769858e-09
"9958",16,4,4,2,"true","false",512,16,1.69150874095685e-10
"4118",1,1,16,2,"true","true",64,8,5.67313394943806e-09
"17079",6,6,16,2,"true","true",512,2,1.65889473064672e-09
"15435",6,3,1,2,"true","true",64,16,8.24456574637814e-10
"18546",6,6,8,2,"true","false",256,128,8.03153958769836e-09
"15685",8,4,2,4,"true","true",512,16,1.53381705090991e-10
"7731",6,2,1,2,"true","false",1024,16,2.36520170889179e-10
"6258",3,1,1,4,"true","true",512,256,2.73023409154005e-09
"9712",18,6,8,2,"true","true",256,1,2.76085662722157e-10
"3261",3,3,4,2,"true","false",256,16,8.06153630536048e-10
"8961",2,1,2,2,"true","true",1024,1,2.91084798441345e-10
"8814",6,3,4,4,"true","false",1024,4,3.11890472745647e-10
"16589",5,5,16,2,"true","false",128,64,1.30261410924262e-08
"20348",5,5,1,4,"true","false",256,64,7.42103043289268e-10
"15286",20,5,8,2,"true","false",128,32,9.70044955798675e-10
"7452",5,5,2,4,"true","true",512,8,2.56299389705774e-10
"6347",1,1,8,2,"true","true",128,16,3.50497254798439e-09
"454",2,1,4,2,"true","true",128,4,4.7514070818663e-10
"23081",8,2,4,4,"true","true",512,512,3.22686343076046e-09
"62",1,1,16,4,"true","true",64,8,5.66811839529691e-09
"11645",8,2,8,2,"true","false",1024,512,2.70637205654773e-09
"4147",3,1,4,4,"true","true",512,8,3.71889051001527e-10
"8562",20,5,2,4,"true","true",1024,2,2.00434028293261e-10
"1521",4,4,1,4,"true","false",512,8,1.25366521299284e-10
"8437",8,2,1,2,"true","false",512,128,8.54844875501524e-10
"17917",6,6,2,4,"true","false",512,8,2.51448314131484e-10
"21967",16,4,4,4,"true","true",512,128,7.15582958709105e-10
"1377",4,4,1,4,"true","false",512,2,1.25669123061854e-10
"60571",4,4,16,4,"true","true",512,16,1.55986516059889e-09
"2808",1,1,4,2,"true","true",512,2,8.17469808740566e-10
"11336",10,5,2,4,"true","true",64,16,7.2287178033066e-10
"8526",6,3,4,4,"true","false",1024,64,4.8379449393475e-10
"10411",15,5,8,2,"true","false",32,8,1.25275097172981e-09
"22938",8,2,2,2,"true","true",256,8,2.09508173597676e-10
"21427",5,5,16,4,"true","true",128,2,1.21219797327e-09
"22179",5,5,4,4,"true","true",32,8,2.37031509200057e-09
"6681",8,2,2,4,"true","true",256,2,2.08378792056626e-10
"21528",2,2,1,2,"true","false",1024,4,1.60303866149281e-10
"17408",9,3,8,2,"true","false",512,4,3.2251537331694e-10
"16984",15,5,4,4,"true","false",128,32,8.39982352860345e-10
"7179",6,2,16,2,"true","false",128,1,6.18735442125643e-10
"20516",24,6,2,2,"true","true",1024,512,1.72450224530663e-09
"13681",5,5,2,4,"true","true",512,256,3.20641257129165e-09
"6747",9,3,1,2,"true","false",64,4,2.89700968819365e-10
"19681",24,6,4,2,"true","true",1024,32,1.96060939413503e-10
"12082",3,3,4,4,"true","true",1024,512,6.86054489023952e-09
"17355",6,2,2,4,"true","true",256,16,3.83523976551495e-10
"10980",15,5,1,4,"true","false",512,64,4.42868809688475e-10
"62951",4,4,16,4,"true","true",512,2,1.8909989753188e-09
"20017",8,2,4,2,"true","false",32,1,2.30531597353555e-10
"21415",6,3,4,2,"true","false",512,32,4.37960518137269e-10
"10762",4,1,2,4,"true","false",1024,256,1.20994116829049e-09
"5655",3,1,16,4,"true","false",256,2,8.77323526923533e-10
"2709",2,1,16,4,"true","true",64,1,1.35497899716413e-09
"8536",12,3,2,4,"true","true",512,16,1.8121150008046e-10
"14749",24,6,1,4,"true","true",64,2,1.42744392943366e-10
"19113",12,4,4,4,"true","true",32,1,2.38448171013007e-10
"111581",10,5,1,2,"true","true",32,32,2.71854568903372e-09
"147591",16,4,1,4,"true","false",1024,1,2.14034664338555e-10
"18327",18,6,2,2,"true","true",64,8,4.50705229972607e-10
"8720",15,5,4,4,"true","false",128,64,1.70328100142268e-09
"210891",8,4,4,4,"true","false",32,32,4.85131601585298e-09
"12141",12,4,4,4,"true","true",1024,4,2.4488560292383e-10
"8477",12,4,8,4,"true","false",128,8,4.44014596732435e-10
"17750",6,2,2,4,"true","true",64,64,4.28068626403118e-09
"1118",4,1,16,2,"true","true",512,1,8.15551081347063e-10
"5907",2,1,1,4,"true","false",512,64,7.39007316785733e-10
"210732",12,4,4,4,"true","false",256,32,5.02472363867664e-10
"13086",16,4,4,2,"true","false",1024,32,2.05838263489348e-10
"19797",8,2,1,2,"true","false",256,1,2.14585651282566e-10
"3571",3,1,1,4,"true","true",256,128,2.73512227316422e-09
"14883",3,1,16,2,"true","false",1024,1,1.07189657510647e-09
"18679",6,6,4,2,"true","true",512,512,1.15812821354338e-08
"10705",12,3,2,4,"true","true",32,1,1.91530598289019e-10
"20437",12,4,1,2,"true","true",512,128,8.1998765968545e-10
"1141",4,1,8,2,"true","true",64,2,4.45622135060908e-10
"1177",4,4,1,2,"true","false",64,64,3.11173315311289e-09
"13919",12,3,4,4,"true","false",32,8,7.23518601275482e-10
"13774",9,3,2,2,"true","false",32,4,5.52469234534684e-10
"12255",18,6,16,4,"true","true",256,128,4.88176723867074e-09
"16584",8,2,2,2,"true","false",1024,2,2.68868976520914e-10
"21954",6,2,1,4,"true","true",64,64,3.78142316707479e-09
"10092",9,3,2,2,"true","false",64,1,2.29802789985244e-10
"10958",5,5,8,4,"true","true",512,256,8.78829014905233e-09
"1927",3,1,4,4,"true","true",512,64,8.87384609884903e-10
"22715",12,6,2,4,"true","false",512,64,4.1069054796394e-10
"10283",8,4,8,2,"true","false",1024,1,4.89006529938174e-10
"5019",2,2,8,2,"true","true",256,256,1.85401049456264e-08
"4472",3,1,2,4,"true","true",512,64,8.87838804291488e-10
"7507",10,5,4,4,"true","true",256,256,5.40633946948066e-09
"18190",5,5,2,4,"true","true",64,16,1.40694125797311e-09
"22621",8,2,1,2,"true","true",32,4,4.62265850026999e-10
"458",3,3,1,4,"true","true",256,128,1.65102757873675e-09
"8023",9,3,2,2,"true","false",128,32,9.61092088575108e-10
"18895",6,3,4,4,"true","false",1024,8,3.0941391223661e-10
"14184",20,5,4,2,"true","true",512,64,3.69052845824877e-10
"22054",24,6,2,4,"true","false",512,8,1.54825799030895e-10
"12541",9,3,4,4,"true","true",1024,32,2.62927233328019e-10
"6688",12,3,2,2,"true","true",1024,32,2.19779897541778e-10
"21860",18,6,1,2,"true","false",512,16,1.70492716881805e-10
"19762",10,5,2,4,"true","true",128,2,1.42872931830165e-10
"891",2,2,4,2,"true","false",32,2,1.03922098916268e-09
"18914",1,1,8,2,"true","true",1024,2,1.57778542176538e-09
"7242",15,5,1,2,"true","false",32,8,7.45142169048699e-10
"18630",9,3,4,4,"true","true",64,8,5.43433806949921e-10
"3614",2,2,8,2,"true","false",128,4,8.75000035871683e-10
"323",2,2,2,2,"true","false",128,64,3.694233603344e-09
"22332",24,6,4,4,"true","false",64,32,1.25112520754068e-09
"13752",6,6,1,2,"true","true",1024,2,1.16501321248061e-10
"20382",8,4,1,4,"true","true",512,64,4.16413910488736e-10
"9376",8,2,4,2,"true","true",512,32,2.75221445842999e-10
"12751",6,3,8,4,"true","true",64,8,1.12349949102722e-09
"19490",12,4,8,4,"true","false",256,1,3.05497246549948e-10
"994",4,2,1,2,"true","false",256,128,1.86706557339137e-09
"17811",15,5,16,4,"true","true",256,1,6.26932790687896e-10
"4894",1,1,4,4,"true","true",256,8,8.4155325668425e-10
"20975",5,5,8,4,"true","false",512,4,6.64166007813245e-10
"472",2,2,2,4,"true","false",256,64,1.88601604713912e-09
"13740",20,5,8,4,"true","true",128,64,1.97632210449011e-09
"3701",4,4,4,4,"true","true",256,64,2.55703611808494e-09
"5485",2,1,1,2,"true","true",512,1,2.84322586954463e-10
"6289",3,1,4,2,"true","false",32,1,4.69955606992948e-10
"20308",8,4,2,4,"true","true",64,8,4.04465579588747e-10
"7670",4,4,2,2,"true","false",1024,512,3.51317904502567e-09
"16740",10,5,1,4,"true","false",1024,16,1.57110311008585e-10
"1943",2,2,16,4,"true","false",32,4,4.09944406231474e-09
"141741",6,2,2,2,"true","true",64,2,2.63633754388044e-10
"2160",2,1,8,4,"true","true",32,16,6.59114102544435e-09
"1273",4,4,1,4,"true","false",256,2,1.25602448835109e-10
"21029",24,6,8,4,"true","false",32,32,3.57001004659043e-09
"2658",4,1,2,2,"true","false",256,8,3.10866220209909e-10
"162",1,1,16,2,"true","false",64,32,2.14245543374703e-08
"16683",6,6,8,4,"true","false",128,16,1.79885719759315e-09
"17653",6,2,1,2,"true","true",32,2,3.62520304261175e-10
"5803",1,1,4,2,"true","false",128,16,2.40699910690644e-09
"4504",3,1,8,4,"true","false",64,16,2.33153406210977e-09
"5518",1,1,16,4,"true","false",128,8,3.19876573086551e-09
"7351",3,1,4,4,"true","false",128,2,3.73732316917417e-10
"9175",12,3,2,2,"true","true",512,64,4.02687568316835e-10
"13029",12,4,2,4,"true","false",1024,1,2.62763640614847e-10
"3191",2,2,8,4,"true","false",32,2,1.51052855071468e-09
"13169",15,5,4,4,"true","false",128,4,1.95178665164777e-10
"1270",2,1,1,2,"true","false",128,32,1.38410132852145e-09
"6478",24,6,1,2,"true","false",128,32,6.26205690621039e-10
"563",4,4,16,2,"true","false",512,256,1.60828700603893e-08
"712",4,1,2,4,"true","true",256,2,3.03275776028436e-10
"11384",5,5,4,4,"true","true",32,1,5.42933483967314e-10
"16111",6,6,8,4,"true","false",512,4,9.55231149879963e-10
"18872",6,6,4,2,"true","true",512,32,7.13932527051996e-10
"9811",8,2,4,2,"true","false",512,2,2.18039411857565e-10
"13197",12,4,16,2,"true","false",512,32,8.7647902425613e-10
"13857",4,2,1,4,"true","true",1024,1,2.03100819788809e-10
"22935",24,6,4,4,"true","true",512,128,7.10221218931951e-10
"12160",16,4,16,4,"true","true",128,4,4.36531557763887e-10
"7169",6,6,1,4,"true","true",128,128,2.99278993010869e-09
"14999",12,3,1,2,"true","true",1024,2,2.36252040121104e-10
"11991",2,2,4,4,"true","true",1024,8,7.15533849400536e-10
"2137",4,2,1,2,"true","true",32,8,9.64131699912905e-10
"8492",9,3,1,4,"true","true",1024,8,2.42972904542629e-10
"492",2,1,1,4,"true","false",256,1,2.75315877037799e-10
"1505",2,1,8,4,"true","true",128,128,1.29849333050541e-08
"21647",10,5,16,2,"true","false",256,1,8.39828601416332e-10
"1912",2,1,8,4,"true","false",512,32,1.04606311222843e-09
"15885",24,6,4,4,"true","false",128,128,2.61215675972755e-09
"15711",12,6,8,4,"true","false",256,16,5.63746144460478e-10
"8857",5,5,16,2,"true","false",32,2,1.97434122554028e-09
"5473",3,1,16,2,"true","false",256,4,8.86921235693097e-10
"10328",5,5,8,4,"true","true",256,8,6.24348756072649e-10
"21393",20,5,2,2,"true","false",1024,512,1.68324106480539e-09
"13398",6,2,8,2,"true","false",1024,1,4.86361094409299e-10
"2665",2,2,4,4,"true","false",128,8,9.55217324269298e-10
"14337",2,1,1,4,"true","false",1024,64,4.18826142292599e-10
"3356",4,1,1,2,"true","false",512,256,2.32656394698409e-09
"17162",20,5,4,2,"true","false",1024,2,2.0241107410586e-10
"91611",10,5,16,2,"true","true",32,2,1.11232806009403e-09
"4395",3,1,8,2,"true","false",128,4,5.48172023298977e-10
"11149",18,6,2,4,"true","false",64,32,1.64928795953007e-09
"15877",8,2,1,4,"true","false",256,256,3.15904116587099e-09
"6088",1,1,1,4,"true","false",512,1,2.41024529825223e-10
"15995",1,1,8,2,"true","true",1024,1,1.65440761949264e-09
"10079",6,6,2,4,"true","true",1024,512,3.82685363688974e-09
"13051",18,6,4,2,"true","true",1024,1024,4.98702881605499e-09
"10969",5,5,2,4,"true","false",64,8,7.28284790409772e-10
"10306",6,6,4,4,"true","false",512,8,4.27803211958906e-10
"20864",18,6,4,4,"true","true",128,8,2.75819979334243e-10
"16776",24,6,4,4,"true","false",128,4,1.44253714063152e-10
"11217",8,2,2,2,"true","false",32,16,1.61839589523525e-09
"17645",6,2,2,4,"true","true",64,2,2.66336714974536e-10
"15059",20,5,4,4,"true","false",256,32,3.48816603792452e-10
"5584",4,1,4,2,"true","false",64,64,4.52916250483951e-09
"930",4,4,4,2,"true","true",256,16,7.37190286993109e-10
"17350",6,3,4,2,"true","false",1024,1,3.56960112637321e-10
"14680",6,3,1,2,"true","true",256,32,4.37595744126643e-10
"15454",16,4,4,4,"true","true",64,32,1.30962832513991e-09
"3249",2,1,4,2,"true","true",512,256,4.55274935442599e-09
"449",3,3,1,2,"true","false",128,16,4.17125881839377e-10
"2477",1,1,1,2,"true","true",32,2,6.63505891650938e-10
"9173",2,2,8,2,"true","true",1024,16,9.75769855886669e-10
"9972",8,4,16,2,"true","true",128,128,1.35494793014424e-08
"14056",6,6,8,2,"true","true",128,16,1.80181880759704e-09
"8732",6,6,8,2,"true","true",512,256,9.01442708396498e-09
"10090",15,5,2,4,"true","true",1024,1,2.47457193899653e-10
"22690",8,2,1,4,"true","true",1024,512,1.82771593211684e-09
"22879",12,6,1,2,"true","true",128,128,2.99835601710785e-09
"17999",9,3,1,2,"true","true",1024,256,9.80319750258818e-10
"13934",10,5,4,4,"true","false",64,1,2.62640732560931e-10
"137",3,3,16,4,"true","false",512,256,1.6736558328143e-08
"3636",3,1,8,4,"true","false",64,1,5.78325902423887e-10
"11456",10,5,2,2,"true","false",256,1,1.46087270662553e-10
"1726",4,2,4,2,"true","true",512,32,5.01267398095962e-10
"4141",1,1,4,4,"true","false",256,4,8.46344377426641e-10
"16274",12,3,2,4,"true","false",64,64,2.79794401847253e-09
"5923",3,3,4,2,"true","false",512,64,1.47502901336961e-09
"3426",4,4,8,4,"true","true",128,1,6.49943761686642e-10
"14222",10,5,4,4,"true","true",512,2,2.49910353801067e-10
"9230",9,3,4,2,"true","true",32,16,1.82270004988964e-09
"8244",6,3,2,4,"true","true",128,64,1.58307898747919e-09
"13494",5,5,1,4,"true","true",256,8,1.22538344930662e-10
"140081",24,6,4,2,"true","false",512,128,7.16175932914095e-10
"11188",24,6,8,4,"true","true",512,4,2.97278376886423e-10
"11803",1,1,8,4,"true","true",1024,512,1.36178319944799e-08
"8116",15,5,4,2,"true","true",512,2,1.93553359064149e-10
"12540",12,6,8,2,"true","false",32,4,9.6191296975442e-10
"12097",5,5,4,2,"true","false",256,1,4.19811819962259e-10
"20367",6,2,4,4,"true","false",1024,32,3.01363986068656e-10
"7777",8,2,8,4,"true","true",128,64,2.37469519500973e-09
"17019",12,4,16,2,"true","false",64,2,5.359827766067e-10
"13708",5,5,8,2,"true","true",512,128,4.12873767979385e-09
"2300",4,1,1,4,"true","true",64,2,3.09400007471745e-10
"10171",4,4,1,4,"true","false",64,8,3.82250657325991e-10
"20406",9,3,4,2,"true","false",128,4,2.24966126076431e-10
"16476",3,1,1,4,"true","false",1024,4,3.23476956923171e-10
"22940",24,6,16,2,"true","true",32,4,9.2968518204749e-10
"15382",12,6,1,2,"true","true",128,16,3.66727438922782e-10
"1823",2,1,8,4,"true","true",512,64,1.8049214374139e-09
"18256",8,4,4,4,"true","true",1024,512,3.19703993357306e-09
